Column1,genre,year,word,freq
2,성인가요,1964,거리,10
16,성인가요,1964,마음,12
7,성인가요,1964,가슴,11
14,성인가요,1964,밤,12
17,성인가요,1964,보고,10
17,성인가요,1964,그,20
17,성인가요,1964,마도,11
18,성인가요,1964,로스,11
0,성인가요,1965,내,13
5,성인가요,1965,말,10
1,성인가요,1965,이,14
20,성인가요,1965,마음,13
4,성인가요,1966,그,11
6,성인가요,1966,내,13
4,성인가요,1966,길,14
6,성인가요,1966,밤,15
12,성인가요,1966,살,25
12,성인가요,1966,가슴,16
16,성인가요,1966,말,14
22,성인가요,1966,사랑,18
2,성인가요,1966,아하,15
1,성인가요,1967,마음,40
2,성인가요,1967,그,37
8,성인가요,1967,사랑,78
12,성인가요,1967,말,22
15,성인가요,1967,가슴,10
0,성인가요,1967,내,26
2,성인가요,1967,사람,21
8,성인가요,1967,수,11
10,성인가요,1967,못,15
13,성인가요,1967,길,11
15,성인가요,1967,울,11
18,성인가요,1967,나,23
9,성인가요,1967,꽃,13
2,성인가요,1967,때,10
2,성인가요,1967,아가씨,15
12,성인가요,1967,여자,18
22,성인가요,1967,그대,12
1,성인가요,1967,예뻐져요,11
19,성인가요,1967,가면,11
5,성인가요,1967,우리,12
8,성인가요,1968,마음,22
9,성인가요,1968,낙엽,10
15,성인가요,1968,당신,16
17,성인가요,1968,사랑,31
23,성인가요,1968,그,19
4,성인가요,1968,그리운,10
5,성인가요,1968,사람,10
7,성인가요,1968,밤,11
8,성인가요,1968,내,11
4,성인가요,1968,길,13
17,성인가요,1968,꽃,11
23,성인가요,1968,가슴,14
23,성인가요,1968,나,11
27,성인가요,1968,이,15
0,성인가요,1968,안녕,12
13,성인가요,1969,사랑,35
19,성인가요,1969,가슴,15
22,성인가요,1969,눈물,12
0,성인가요,1969,날,10
0,성인가요,1969,그,34
1,성인가요,1969,사람,33
2,성인가요,1969,내,30
1,성인가요,1969,당신,18
9,성인가요,1969,다시,11
12,성인가요,1969,길,13
9,성인가요,1969,그대,11
4,성인가요,1970,내,12
7,성인가요,1970,사랑,35
11,성인가요,1970,정,10
18,성인가요,1970,사람,15
20,성인가요,1970,그,19
2,성인가요,1970,윙크,12
11,성인가요,1970,나,10
12,성인가요,1970,바보,12
24,성인가요,1970,사나이,13
20,성인가요,1970,당신,12
2,성인가요,1970,난,12
4,성인가요,1970,길,12
0,성인가요,1971,사랑,26
5,성인가요,1971,내,13
1,성인가요,1971,사람,13
4,성인가요,1971,눈물,11
7,성인가요,1971,고향,10
8,성인가요,1971,세월,12
17,성인가요,1971,그,22
2,성인가요,1971,그대,11
4,성인가요,1971,님,11
8,성인가요,1971,마음,11
10,성인가요,1971,꿈,10
3,성인가요,1971,슬픔,10
17,성인가요,1971,댄스,18
0,성인가요,1972,당신,13
24,성인가요,1972,생각,12
26,성인가요,1972,말,26
3,성인가요,1972,그,21
9,성인가요,1972,저,19
10,성인가요,1972,멀리,12
17,성인가요,1972,나,18
10,성인가요,1972,사람,12
0,성인가요,1972,그대,11
5,성인가요,1972,조용히,10
10,성인가요,1972,사랑,23
25,성인가요,1972,내,20
8,성인가요,1972,달,39
24,성인가요,1972,님,14
0,성인가요,1972,오라오라,24
18,성인가요,1973,나,37
42,성인가요,1973,그,36
1,성인가요,1973,그대,10
6,성인가요,1973,마음,25
7,성인가요,1973,말,12
12,성인가요,1973,당신,16
4,성인가요,1973,사랑,30
11,성인가요,1973,혼자,10
12,성인가요,1973,날,12
5,성인가요,1973,내,17
10,성인가요,1973,있어요,13
11,성인가요,1973,생각,12
12,성인가요,1973,다시,18
7,성인가요,1973,헬로,16
0,성인가요,1973,왜,14
11,성인가요,1974,나,16
0,성인가요,1974,좋아해,16
1,성인가요,1974,당신,13
9,성인가요,1974,못,21
10,성인가요,1974,살,19
19,성인가요,1974,사랑,38
22,성인가요,1974,마음,10
9,성인가요,1974,내,19
11,성인가요,1974,곁,10
12,성인가요,1974,있어,10
13,성인가요,1974,주,10
0,성인가요,1974,노래,16
1,성인가요,1974,곳,14
0,성인가요,1974,서로,19
5,성인가요,1975,날,20
11,성인가요,1975,마음,10
6,성인가요,1975,너,10
0,성인가요,1975,나,33
1,성인가요,1975,정말,11
13,성인가요,1975,사랑,20
15,성인가요,1975,그,10
18,성인가요,1975,말,17
15,성인가요,1975,내,12
10,성인가요,1975,쨍,11
11,성인가요,1975,해뜰,11
2,성인가요,1976,눈,24
8,성인가요,1976,내,28
12,성인가요,1976,알,10
15,성인가요,1976,말,14
16,성인가요,1976,나,12
17,성인가요,1976,마음,28
0,성인가요,1976,그누,12
2,성인가요,1976,사랑,20
0,성인가요,1976,당신,20
13,성인가요,1976,님,11
0,성인가요,1977,꽃,12
5,성인가요,1977,눈,13
21,성인가요,1977,사랑,13
22,성인가요,1977,너,28
23,성인가요,1977,마음,15
1,성인가요,1977,말,27
14,성인가요,1977,내,15
8,성인가요,1977,우리,10
8,성인가요,1977,그,15
10,성인가요,1977,빵빵,12
4,성인가요,1977,목화,32
5,성인가요,1977,밭,32
15,성인가요,1977,멀리,10
19,성인가요,1977,정말,14
7,성인가요,1977,아니야,13
2,성인가요,1977,사촌,10
11,성인가요,1978,나,20
21,성인가요,1978,당신,21
6,성인가요,1978,사랑,36
20,성인가요,1978,말,12
6,성인가요,1978,눈물,18
7,성인가요,1978,하늘,10
2,성인가요,1978,편지,12
10,성인가요,1978,마음,26
12,성인가요,1978,날,15
14,성인가요,1978,생각,13
20,성인가요,1978,내,22
2,성인가요,1978,그,24
19,성인가요,1978,없어요,11
17,성인가요,1978,꿈,12
23,성인가요,1978,맘,11
15,성인가요,1978,순이,12
0,성인가요,1979,맨,18
3,성인가요,1979,생각,11
12,성인가요,1979,날,10
13,성인가요,1979,꿈,10
23,성인가요,1979,혼자,12
24,성인가요,1979,말,19
3,성인가요,1979,나,36
2,성인가요,1979,밤,10
46,성인가요,1979,내,19
47,성인가요,1979,마음,15
50,성인가요,1979,사랑,14
15,성인가요,1979,너,28
6,성인가요,1979,당신,11
21,성인가요,1979,때,11
0,성인가요,1979,아리송해,22
4,성인가요,1980,그,20
18,성인가요,1980,세월,13
0,성인가요,1980,내,16
1,성인가요,1980,마음,22
6,성인가요,1980,그대,17
9,성인가요,1980,사랑,15
14,성인가요,1980,때,11
0,성인가요,1980,나,28
1,성인가요,1980,행복합니다,18
27,성인가요,1980,곳,10
4,성인가요,1980,소녀,12
0,성인가요,1980,당신,16
2,성인가요,1980,길,11
8,성인가요,1980,제,12
9,성인가요,1980,광구,12
1,성인가요,1981,나,54
4,성인가요,1981,엄마,10
5,성인가요,1981,왜,10
16,성인가요,1981,마음,28
17,성인가요,1981,하늘,11
27,성인가요,1981,길,17
4,성인가요,1981,당신,12
12,성인가요,1981,생각,11
18,성인가요,1981,손,10
30,성인가요,1981,사랑,29
38,성인가요,1981,바람,11
5,성인가요,1981,너,15
12,성인가요,1981,내,22
15,성인가요,1981,그,28
3,성인가요,1981,밤,13
11,성인가요,1981,노래,10
1,성인가요,1981,돌담,15
0,성인가요,1982,그,23
8,성인가요,1982,노래,14
12,성인가요,1982,밤,12
21,성인가요,1982,당신,21
0,성인가요,1982,내,24
1,성인가요,1982,마음,13
9,성인가요,1982,사랑,49
22,성인가요,1982,곁,10
26,성인가요,1982,여인,33
11,성인가요,1982,것,41
17,성인가요,1982,나,25
27,성인가요,1982,너,15
5,성인가요,1982,이,17
5,성인가요,1982,못,11
4,성인가요,1982,없는,12
25,성인가요,1982,바람,11
4,성인가요,1982,잡초,11
1,성인가요,1983,사람,23
5,성인가요,1983,사랑,27
9,성인가요,1983,눈물,10
11,성인가요,1983,당신,26
27,성인가요,1983,그,16
32,성인가요,1983,내,31
12,성인가요,1983,나,13
13,성인가요,1983,마음,26
23,성인가요,1983,날,15
3,성인가요,1983,천사,14
3,성인가요,1983,좀,11
0,성인가요,1984,나나,27
2,성인가요,1984,때,17
6,성인가요,1984,저,22
8,성인가요,1984,속,17
11,성인가요,1984,건,10
17,성인가요,1984,사랑,57
21,성인가요,1984,수,14
29,성인가요,1984,우리,28
30,성인가요,1984,것,12
1,성인가요,1984,날,18
4,성인가요,1984,그대,43
5,성인가요,1984,나,23
7,성인가요,1984,마음,26
17,성인가요,1984,이제,28
20,성인가요,1984,눈물,24
35,성인가요,1984,가슴,32
1,성인가요,1984,그냥,12
2,성인가요,1984,당신,12
12,성인가요,1984,난,16
17,성인가요,1984,밤,13
17,성인가요,1984,꿈,13
10,성인가요,1984,너,11
11,성인가요,1984,그,14
14,성인가요,1984,바람,15
15,성인가요,1984,내,26
14,성인가요,1984,이,10
15,성인가요,1984,없는,25
2,성인가요,1984,여자,13
13,성인가요,1984,지금,10
14,성인가요,1984,다시,13
15,성인가요,1984,한번,16
3,성인가요,1984,살,10
4,성인가요,1984,새,13
6,성인가요,1984,아무,11
0,성인가요,1984,하루,12
0,성인가요,1985,그대,47
2,성인가요,1985,작은,13
7,성인가요,1985,나,66
8,성인가요,1985,슬픔,10
12,성인가요,1985,내,29
13,성인가요,1985,가슴,30
16,성인가요,1985,사랑,97
19,성인가요,1985,날,19
0,성인가요,1985,그,27
17,성인가요,1985,난,14
21,성인가요,1985,눈물,15
22,성인가요,1985,바람,34
24,성인가요,1985,당신,25
28,성인가요,1985,마음,21
3,성인가요,1985,말,20
6,성인가요,1985,알,16
18,성인가요,1985,사람,21
19,성인가요,1985,수,22
25,성인가요,1985,아픔,11
4,성인가요,1985,너,27
22,성인가요,1985,것,18
2,성인가요,1985,미련,12
18,성인가요,1985,없어요,12
22,성인가요,1985,이,18
0,성인가요,1985,이제,14
7,성인가요,1985,님,25
20,성인가요,1985,잠,15
2,성인가요,1985,우리,18
0,성인가요,1985,세월,14
3,성인가요,1985,섬,14
17,성인가요,1985,소녀,11
19,성인가요,1985,환상,12
24,성인가요,1985,파,10
2,성인가요,1986,그대,37
3,성인가요,1986,나,43
8,성인가요,1986,너,24
9,성인가요,1986,난,13
10,성인가요,1986,파란,17
15,성인가요,1986,우리,15
16,성인가요,1986,사랑,70
18,성인가요,1986,밤,11
32,성인가요,1986,그,37
34,성인가요,1986,말,10
38,성인가요,1986,눈물,14
7,성인가요,1986,가슴,16
17,성인가요,1986,내,14
19,성인가요,1986,마음,29
32,성인가요,1986,사람,22
4,성인가요,1986,지금,13
3,성인가요,1986,왜,12
18,성인가요,1986,생각,10
14,성인가요,1986,추억,10
19,성인가요,1986,수,12
12,성인가요,1986,모두,11
1,성인가요,1986,나라,16
7,성인가요,1987,가슴,16
12,성인가요,1987,그,28
13,성인가요,1987,사람,22
16,성인가요,1987,지금,13
20,성인가요,1987,내,25
21,성인가요,1987,너,26
26,성인가요,1987,눈물,15
31,성인가요,1987,사랑,42
36,성인가요,1987,마음,25
4,성인가요,1987,그대,25
8,성인가요,1987,눈,10
10,성인가요,1987,때,12
13,성인가요,1987,날,10
24,성인가요,1987,나,32
5,성인가요,1987,당신,16
12,성인가요,1987,속,13
3,성인가요,1988,마음,15
8,성인가요,1988,밤,15
21,성인가요,1988,사랑,40
27,성인가요,1988,젠,16
20,성인가요,1988,사람,15
25,성인가요,1988,가슴,12
26,성인가요,1988,때,13
28,성인가요,1988,날,13
1,성인가요,1988,그대,30
9,성인가요,1988,그,27
14,성인가요,1988,우리,13
25,성인가요,1988,분홍,11
6,성인가요,1988,수,15
8,성인가요,1988,나,38
12,성인가요,1988,당신,18
0,성인가요,1988,쥴리엣,16
1,성인가요,1988,너,20
9,성인가요,1988,난,11
3,성인가요,1988,여인,10
28,성인가요,1988,집시,18
4,성인가요,1989,가슴,22
5,성인가요,1989,사랑,44
8,성인가요,1989,그대,51
11,성인가요,1989,말,31
15,성인가요,1989,나,12
23,성인가요,1989,우리,14
22,성인가요,1989,없는,13
24,성인가요,1989,마음,17
4,성인가요,1989,사람,13
10,성인가요,1989,것,14
13,성인가요,1989,날,10
1,성인가요,1989,알,10
2,성인가요,1989,수,13
35,성인가요,1989,밤,10
44,성인가요,1989,내,15
3,성인가요,1989,여인,10
28,성인가요,1989,집시,18
0,성인가요,1990,사랑,32
2,성인가요,1990,사람,19
8,성인가요,1990,미련,13
9,성인가요,1990,때문,13
12,성인가요,1990,가슴,17
4,성인가요,1990,나,13
18,성인가요,1990,내,10
17,성인가요,1990,너,12
2,성인가요,1991,그,31
25,성인가요,1991,나,16
0,성인가요,1991,내,13
3,성인가요,1991,그대,12
12,성인가요,1991,여자,10
28,성인가요,1991,사랑,31
19,성인가요,1991,너,10
3,성인가요,1992,그대,13
28,성인가요,1992,사랑,14
0,성인가요,1993,그대,14
15,성인가요,1993,나,12
22,성인가요,1993,사랑,15
29,성인가요,1993,당신,10
1,성인가요,1993,요지경,10
3,성인가요,1993,난,12
1,성인가요,1994,그대,11
12,성인가요,1994,사랑,11
14,성인가요,1997,나,14
24,성인가요,1997,수,11
32,성인가요,1997,사랑,17
2,성인가요,1997,너,15
0,성인가요,1999,사랑,19
15,성인가요,1999,내,10
18,성인가요,1999,너,11
0,성인가요,2008,날,59
1,성인가요,2008,귀순,17
2,록/메탈,1970,모두,11
3,록/메탈,1970,그대,19
1,록/메탈,1970,온,10
3,록/메탈,1970,김상사,12
2,록/메탈,1973,길,10
7,록/메탈,1973,너,10
14,록/메탈,1973,마음,12
3,록/메탈,1973,안녕,12
4,록/메탈,1974,해,12
5,록/메탈,1974,주오,12
2,록/메탈,1978,마음,21
0,록/메탈,1978,내,12
3,록/메탈,1978,그대,10
2,록/메탈,1978,봄비,15
21,록/메탈,1979,내,11
22,록/메탈,1980,너,12
7,록/메탈,1981,내,13
15,록/메탈,1981,가지,38
16,록/메탈,1981,마오,19
17,록/메탈,1981,마,19
18,록/메탈,1981,예,10
4,록/메탈,1981,마음,11
14,록/메탈,1981,아름다운,14
15,록/메탈,1981,우리,15
6,록/메탈,1982,그대,22
7,록/메탈,1982,밤,14
10,록/메탈,1982,사랑,25
11,록/메탈,1982,노래,13
21,록/메탈,1982,마음,11
22,록/메탈,1982,나,13
0,록/메탈,1983,사랑,31
5,록/메탈,1983,줄기,12
6,록/메탈,1983,빛,12
2,록/메탈,1984,빗물,19
3,록/메탈,1984,이,13
4,록/메탈,1984,마음,23
12,록/메탈,1984,사랑,18
14,록/메탈,1984,나도야,10
15,록/메탈,1984,간다,10
18,록/메탈,1984,눈물,11
34,록/메탈,1984,하나,16
17,록/메탈,1984,나,22
18,록/메탈,1984,모습,10
31,록/메탈,1984,내일,12
33,록/메탈,1984,내,16
0,록/메탈,1984,아름다워,27
2,록/메탈,1984,그대,28
8,록/메탈,1984,우리,26
6,록/메탈,1984,고등어,15
20,록/메탈,1984,랄,15
0,록/메탈,1985,그대,47
1,록/메탈,1985,연기,13
2,록/메탈,1985,담배,13
3,록/메탈,1985,싫어,11
5,록/메탈,1985,왜,16
7,록/메탈,1985,나,31
12,록/메탈,1985,사랑,39
14,록/메탈,1985,나도야,20
15,록/메탈,1985,간다,20
16,록/메탈,1985,젊은,16
19,록/메탈,1985,수,17
21,록/메탈,1985,꿈,10
34,록/메탈,1985,하나,15
0,록/메탈,1985,너,14
1,록/메탈,1985,그,18
15,록/메탈,1985,것,18
5,록/메탈,1985,우리,35
12,록/메탈,1985,내,15
17,록/메탈,1985,노래,17
22,록/메탈,1985,없는,11
20,록/메탈,1985,랄,15
28,록/메탈,1985,무엇,15
20,록/메탈,1985,그것,10
0,록/메탈,1985,행진,28
0,록/메탈,1985,세상,10
0,록/메탈,1986,세상,14
1,록/메탈,1986,나,22
23,록/메탈,1986,너,18
1,록/메탈,1986,하나,13
4,록/메탈,1986,해,11
15,록/메탈,1986,속,11
19,록/메탈,1986,마음,12
3,록/메탈,1986,모두,17
8,록/메탈,1986,날,12
24,록/메탈,1986,노래,15
25,록/메탈,1986,사랑,28
35,록/메탈,1986,우리,12
28,록/메탈,1986,둘,23
2,록/메탈,1986,갑,12
14,록/메탈,1986,넷,14
17,록/메탈,1986,크게,18
18,록/메탈,1986,라디오,20
0,록/메탈,1987,나,27
5,록/메탈,1987,하늘,12
6,록/메탈,1987,작은,11
21,록/메탈,1987,마음,15
27,록/메탈,1987,가슴,10
19,록/메탈,1987,내,18
2,록/메탈,1987,풍선,12
5,록/메탈,1987,꿈,14
8,록/메탈,1987,날,23
3,록/메탈,1987,너,10
21,록/메탈,1987,띠리리,10
3,록/메탈,1988,다시,12
2,록/메탈,1988,나,11
3,록/메탈,1988,멀리,17
6,록/메탈,1989,너,19
8,록/메탈,1989,말,11
9,록/메탈,1989,그,10
20,록/메탈,1989,저,10
29,록/메탈,1989,모습,10
0,록/메탈,1989,그대,11
2,록/메탈,1989,바람,10
3,록/메탈,1989,수,10
19,록/메탈,1989,나,19
8,록/메탈,1989,세상,11
18,록/메탈,1989,세월,10
12,록/메탈,1989,꿈,24
0,록/메탈,1989,영화,12
6,록/메탈,1989,코뿔소,15
7,록/메탈,1989,응,11
3,록/메탈,1990,당신,16
12,록/메탈,1990,사랑,22
13,록/메탈,1990,난,20
19,록/메탈,1990,나,44
4,록/메탈,1990,그대,16
23,록/메탈,1990,사람,19
0,록/메탈,1990,이,20
0,록/메탈,1990,어느새,15
1,록/메탈,1990,내,22
4,록/메탈,1990,이제,22
1,록/메탈,1990,꿈,27
18,록/메탈,1990,말,15
5,록/메탈,1990,착각,14
11,록/메탈,1990,못,10
0,록/메탈,1990,영화,12
0,록/메탈,1991,너,14
8,록/메탈,1991,내,35
9,록/메탈,1991,마음,14
17,록/메탈,1991,난,17
36,록/메탈,1991,것,10
9,록/메탈,1991,착각,14
23,록/메탈,1991,당신,16
27,록/메탈,1991,이제,13
10,록/메탈,1991,사람,17
4,록/메탈,1991,나,13
2,록/메탈,1992,많은,11
3,록/메탈,1992,날,14
11,록/메탈,1992,모두,15
12,록/메탈,1992,것,14
13,록/메탈,1992,뿐,10
27,록/메탈,1992,그,14
51,록/메탈,1992,세상,11
5,록/메탈,1992,내,16
14,록/메탈,1992,나,11
18,록/메탈,1992,내일,10
19,록/메탈,1992,향,10
39,록/메탈,1992,사람,14
9,록/메탈,1992,너,13
23,록/메탈,1992,말,31
22,록/메탈,1992,마음,13
40,록/메탈,1992,수,12
58,록/메탈,1992,사랑,19
8,록/메탈,1993,너,30
12,록/메탈,1993,속,17
14,록/메탈,1993,내,20
15,록/메탈,1993,그,18
19,록/메탈,1993,수,25
24,록/메탈,1993,것,16
29,록/메탈,1993,말,21
36,록/메탈,1993,나,20
9,록/메탈,1993,사랑,17
24,록/메탈,1993,이제,12
27,록/메탈,1993,세상,10
23,록/메탈,1993,널,10
17,록/메탈,1993,친구,14
9,록/메탈,1993,새,12
7,록/메탈,1994,그,11
8,록/메탈,1994,너,35
15,록/메탈,1994,날,16
26,록/메탈,1994,다른,10
27,록/메탈,1994,세상,15
28,록/메탈,1994,다시,13
29,록/메탈,1994,널,13
3,록/메탈,1994,것,11
9,록/메탈,1994,수,11
26,록/메탈,1994,마음,18
0,록/메탈,1994,내,30
16,록/메탈,1994,나,21
28,록/메탈,1994,사랑,22
2,록/메탈,1994,없는,16
15,록/메탈,1994,이제,14
25,록/메탈,1994,우리,20
9,록/메탈,1994,친구,17
18,록/메탈,1994,서로,11
60,록/메탈,1994,난,16
79,록/메탈,1994,저,13
82,록/메탈,1994,새,13
41,록/메탈,1994,예,19
4,록/메탈,1995,사람,18
6,록/메탈,1995,속,20
13,록/메탈,1995,나,38
14,록/메탈,1995,모습,12
16,록/메탈,1995,날,15
17,록/메탈,1995,꿈,24
18,록/메탈,1995,세상,22
20,록/메탈,1995,이제,17
7,록/메탈,1995,것,25
8,록/메탈,1995,수,17
9,록/메탈,1995,없는,10
20,록/메탈,1995,너,58
35,록/메탈,1995,사랑,27
41,록/메탈,1995,내,19
4,록/메탈,1995,말,10
0,록/메탈,1995,난,11
7,록/메탈,1995,걸,13
29,록/메탈,1995,랄라라,16
36,록/메탈,1995,지금,11
13,록/메탈,1995,그,12
19,록/메탈,1995,살,11
1,록/메탈,1995,듯,11
41,록/메탈,1995,돈,14
27,록/메탈,1995,미스테리,11
0,록/메탈,1995,흥보가,14
1,록/메탈,1995,기,14
7,록/메탈,1996,날,22
9,록/메탈,1996,널,27
18,록/메탈,1996,너,55
32,록/메탈,1996,나,36
37,록/메탈,1996,예,10
39,록/메탈,1996,내,19
1,록/메탈,1996,속,26
3,록/메탈,1996,수,18
8,록/메탈,1996,사랑,15
21,록/메탈,1996,모두,25
26,록/메탈,1996,저,10
1,록/메탈,1996,네,10
35,록/메탈,1996,난,13
54,록/메탈,1996,그,23
11,록/메탈,1996,우리,17
18,록/메탈,1996,니,10
19,록/메탈,1996,좋아,11
4,록/메탈,1996,하늘,10
13,록/메탈,1996,이제,12
13,록/메탈,1996,눈물,10
0,록/메탈,1997,나,42
2,록/메탈,1997,너,56
4,록/메탈,1997,아이,13
5,록/메탈,1997,야야,13
6,록/메탈,1997,쇼킹,32
10,록/메탈,1997,말,23
11,록/메탈,1997,난,32
12,록/메탈,1997,니,26
16,록/메탈,1997,널,12
24,록/메탈,1997,때,10
25,록/메탈,1997,그,37
27,록/메탈,1997,내,63
29,록/메탈,1997,없어,12
3,록/메탈,1997,세상,13
8,록/메탈,1997,위해,12
11,록/메탈,1997,이,12
27,록/메탈,1997,날,12
35,록/메탈,1997,있어,15
37,록/메탈,1997,젠,13
46,록/메탈,1997,사랑,35
3,록/메탈,1997,생각,17
19,록/메탈,1997,누구,10
39,록/메탈,1997,있는,11
44,록/메탈,1997,수,27
8,록/메탈,1997,사람,20
6,록/메탈,1997,길,11
49,록/메탈,1997,모습,13
0,록/메탈,1997,저,11
0,록/메탈,1998,너,68
4,록/메탈,1998,때,17
5,록/메탈,1998,내,38
14,록/메탈,1998,길,10
20,록/메탈,1998,곳,10
23,록/메탈,1998,널,25
32,록/메탈,1998,수,30
34,록/메탈,1998,날,39
1,록/메탈,1998,생각,10
3,록/메탈,1998,나,83
9,록/메탈,1998,다시,12
16,록/메탈,1998,세상,19
19,록/메탈,1998,그,25
31,록/메탈,1998,난,16
33,록/메탈,1998,사랑,44
28,록/메탈,1998,저,11
45,록/메탈,1998,걸,16
50,록/메탈,1998,모든,15
23,록/메탈,1998,것,39
38,록/메탈,1998,눈,13
2,록/메탈,1998,말,19
21,록/메탈,1998,예,13
1,록/메탈,1998,바다,10
45,록/메탈,1998,젠,12
9,록/메탈,1998,줄,14
22,록/메탈,1998,이제,13
45,록/메탈,1998,좋아,12
0,록/메탈,1998,나나,48
3,록/메탈,1999,그대,21
8,록/메탈,1999,걸,16
16,록/메탈,1999,나,26
23,록/메탈,1999,사람,13
24,록/메탈,1999,사랑,42
28,록/메탈,1999,그,40
30,록/메탈,1999,날,30
31,록/메탈,1999,난,16
35,록/메탈,1999,하나,18
42,록/메탈,1999,내,38
47,록/메탈,1999,세상,10
7,록/메탈,1999,널,26
9,록/메탈,1999,수,16
24,록/메탈,1999,넌,17
28,록/메탈,1999,너,41
54,록/메탈,1999,그냥,10
40,록/메탈,1999,다시,11
8,록/메탈,1999,니,34
0,록/메탈,1999,대로,23
5,록/메탈,1999,진짜,57
6,록/메탈,1999,원하는게,28
7,록/메탈,1999,머,47
11,록/메탈,1999,나이,20
3,록/메탈,2000,꿈,10
4,록/메탈,2000,널,21
6,록/메탈,2000,너,51
7,록/메탈,2000,위해,12
8,록/메탈,2000,난,22
15,록/메탈,2000,날,14
19,록/메탈,2000,저,17
21,록/메탈,2000,마음,10
26,록/메탈,2000,내,32
0,록/메탈,2000,말,18
22,록/메탈,2000,우리,11
40,록/메탈,2000,사랑,15
1,록/메탈,2000,하늘,10
20,록/메탈,2000,나,19
8,록/메탈,2000,세상,20
47,록/메탈,2000,당신,12
2,록/메탈,2000,그대,21
14,록/메탈,2000,그,12
16,록/메탈,2000,없어,12
45,록/메탈,2000,없는,10
16,록/메탈,2000,그래,11
9,록/메탈,2000,울트라맨,12
5,록/메탈,2000,나나,31
8,록/메탈,2000,오,10
0,록/메탈,2001,널,14
1,록/메탈,2001,사랑,37
6,록/메탈,2001,수,14
9,록/메탈,2001,내,23
13,록/메탈,2001,이,10
14,록/메탈,2001,세상,17
23,록/메탈,2001,것,14
26,록/메탈,2001,항상,10
30,록/메탈,2001,날,27
31,록/메탈,2001,나,24
35,록/메탈,2001,너,21
3,록/메탈,2001,마음,14
39,록/메탈,2001,그대,35
3,록/메탈,2001,사람,10
11,록/메탈,2001,난,11
36,록/메탈,2001,속,10
23,록/메탈,2001,환상,10
25,록/메탈,2001,있다,10
9,록/메탈,2001,네,10
10,록/메탈,2002,날,18
13,록/메탈,2002,것,16
16,록/메탈,2002,없는,12
27,록/메탈,2002,내,29
28,록/메탈,2002,곳,12
30,록/메탈,2002,나,55
31,록/메탈,2002,인생,13
33,록/메탈,2002,너,37
35,록/메탈,2002,위해,15
37,록/메탈,2002,우리,20
39,록/메탈,2002,더,12
44,록/메탈,2002,사랑,34
45,록/메탈,2002,수,10
2,록/메탈,2002,말,26
3,록/메탈,2002,그,26
24,록/메탈,2002,걸,12
26,록/메탈,2002,시간,10
6,록/메탈,2002,난,16
13,록/메탈,2002,모습,15
27,록/메탈,2002,속,11
28,록/메탈,2002,그대,51
21,록/메탈,2002,눈물,12
33,록/메탈,2002,젠,11
31,록/메탈,2002,워,10
0,록/메탈,2003,손,10
1,록/메탈,2003,수,16
6,록/메탈,2003,난,21
8,록/메탈,2003,너,44
16,록/메탈,2003,날,24
27,록/메탈,2003,속,14
28,록/메탈,2003,그대,26
0,록/메탈,2003,내,36
1,록/메탈,2003,눈물,15
3,록/메탈,2003,때,20
9,록/메탈,2003,널,21
20,록/메탈,2003,나,38
21,록/메탈,2003,이제,10
24,록/메탈,2003,없어,13
9,록/메탈,2003,모두,13
13,록/메탈,2003,말,14
33,록/메탈,2003,그,21
55,록/메탈,2003,네,18
8,록/메탈,2003,사랑,10
22,록/메탈,2003,다시,10
23,록/메탈,2003,또,16
3,록/메탈,2003,안녕,10
30,록/메탈,2003,저,10
32,록/메탈,2003,하늘,19
2,록/메탈,2003,쭈쭈쭈,16
3,록/메탈,2004,내,35
4,록/메탈,2004,마음,12
6,록/메탈,2004,사람,11
11,록/메탈,2004,사랑,26
12,록/메탈,2004,그대,19
16,록/메탈,2004,수,10
19,록/메탈,2004,나,31
27,록/메탈,2004,그,32
31,록/메탈,2004,말,21
34,록/메탈,2004,더,15
0,록/메탈,2004,너,20
14,록/메탈,2004,난,16
18,록/메탈,2004,세상,10
25,록/메탈,2004,하늘,10
30,록/메탈,2004,날,19
22,록/메탈,2004,오늘,10
44,록/메탈,2004,바람,10
13,록/메탈,2004,이제,10
13,록/메탈,2004,속,14
20,록/메탈,2004,좋은,11
31,록/메탈,2004,뚜르뜨,12
9,록/메탈,2004,라라라라,14
25,록/메탈,2004,하하,22
0,록/메탈,2005,너,23
1,록/메탈,2005,없는,15
6,록/메탈,2005,사람,17
7,록/메탈,2005,나,41
12,록/메탈,2005,널,11
19,록/메탈,2005,그대,33
21,록/메탈,2005,사랑,51
22,록/메탈,2005,내,37
34,록/메탈,2005,날,21
38,록/메탈,2005,더,27
5,록/메탈,2005,그,23
12,록/메탈,2005,눈물,10
16,록/메탈,2005,가슴,16
18,록/메탈,2005,것,12
39,록/메탈,2005,워,14
43,록/메탈,2005,수,19
47,록/메탈,2005,이,13
27,록/메탈,2005,말,17
60,록/메탈,2005,난,10
18,록/메탈,2005,없어,10
55,록/메탈,2005,랄라라,10
15,록/메탈,2006,사랑,31
23,록/메탈,2006,내,33
30,록/메탈,2006,말,10
35,록/메탈,2006,가슴,22
53,록/메탈,2006,세상,10
54,록/메탈,2006,날,11
56,록/메탈,2006,나,14
64,록/메탈,2006,그대,10
7,록/메탈,2006,너,20
14,록/메탈,2007,날,15
3,록/메탈,2007,그,23
