,genre,year,word,freq
6,성인가요,1965,어데,6
0,성인가요,1966,구름,7
4,성인가요,1966,그,15
6,성인가요,1966,내,13
9,성인가요,1966,지금,5
24,성인가요,1966,소리,8
4,성인가요,1966,길,14
6,성인가요,1966,밤,25
11,성인가요,1966,홀로,5
12,성인가요,1966,살,49
0,성인가요,1966,날씬한,8
1,성인가요,1966,아가씨,8
3,성인가요,1966,정답,9
4,성인가요,1966,손,9
11,성인가요,1966,꽃,8
12,성인가요,1966,하늘,6
15,성인가요,1966,우리,5
16,성인가요,1966,꿈,9
17,성인가요,1966,많은,5
18,성인가요,1966,부풀,5
12,성인가요,1966,가슴,19
43,성인가요,1966,날,8
0,성인가요,1966,눈물,6
2,성인가요,1966,나,6
9,성인가요,1966,넘쳐,6
7,성인가요,1966,사람,8
16,성인가요,1966,말,20
13,성인가요,1966,울릉도,7
14,성인가요,1966,너,8
22,성인가요,1966,사랑,25
0,성인가요,1966,또,9
1,성인가요,1966,다시,9
4,성인가요,1966,있다고,6
9,성인가요,1966,기어이,6
11,성인가요,1966,마음,9
15,성인가요,1966,안녕,12
16,성인가요,1966,뜨겁게,12
25,성인가요,1966,그리워,6
5,성인가요,1966,님,7
11,성인가요,1966,안고,8
17,성인가요,1966,외로운,5
21,성인가요,1966,속,5
6,성인가요,1966,이,6
9,성인가요,1966,옵,16
10,성인가요,1966,서예,16
2,성인가요,1966,때,6
8,성인가요,1966,트위스트,6
11,성인가요,1966,인생,5
1,성인가요,1966,미스터,6
2,성인가요,1966,김,6
2,성인가요,1966,아하,15
2,성인가요,1967,아하,17
8,성인가요,1967,사랑,100
9,성인가요,1967,꽃,14
16,성인가요,1967,가슴,11
20,성인가요,1967,마음,46
21,성인가요,1967,수,16
24,성인가요,1967,말,24
25,성인가요,1967,맹세,7
32,성인가요,1967,저,6
38,성인가요,1967,걸,6
0,성인가요,1967,사나이,5
2,성인가요,1967,그,38
7,성인가요,1967,순정,5
10,성인가요,1967,것,8
0,성인가요,1967,내,32
2,성인가요,1967,사람,21
9,성인가요,1967,얼굴,10
21,성인가요,1967,한번,6
31,성인가요,1967,사장,9
8,성인가요,1967,해,5
10,성인가요,1967,못,15
13,성인가요,1967,길,14
15,성인가요,1967,울,11
18,성인가요,1967,나,31
21,성인가요,1967,하늘,6
0,성인가요,1967,여덟시,6
1,성인가요,1967,통근,6
3,성인가요,1967,대머리,8
4,성인가요,1967,총각,11
5,성인가요,1967,오늘,6
12,성인가요,1967,내일,6
18,성인가요,1967,속,5
26,성인가요,1967,미소,6
0,성인가요,1967,산,5
1,성인가요,1967,물,6
11,성인가요,1967,날,9
15,성인가요,1967,번,6
16,성인가요,1967,다시,8
27,성인가요,1967,새,9
2,성인가요,1967,때,12
6,성인가요,1967,눈,10
2,성인가요,1967,아가씨,15
9,성인가요,1967,고,8
12,성인가요,1967,여자,18
21,성인가요,1967,해도,5
3,성인가요,1967,변하기전에,8
5,성인가요,1967,어서,5
14,성인가요,1967,요,5
16,성인가요,1967,헤이,5
1,성인가요,1967,당신,5
5,성인가요,1967,애,5
11,성인가요,1967,이름,8
13,성인가요,1967,어디,9
22,성인가요,1967,그대,19
1,성인가요,1967,또,6
11,성인가요,1967,그리움,5
6,성인가요,1967,모두,5
6,성인가요,1967,바보,6
6,성인가요,1967,빛과,8
7,성인가요,1967,그림자,12
1,성인가요,1967,예뻐져요,11
4,성인가요,1967,피,9
0,성인가요,1967,외로워,8
19,성인가요,1967,가면,11
11,성인가요,1967,가지,5
5,성인가요,1967,이,8
21,성인가요,1967,음운,5
7,성인가요,1967,살,7
13,성인가요,1967,서울,7
2,성인가요,1967,안되나요,6
5,성인가요,1967,우리,16
12,성인가요,1967,조금,6
13,성인가요,1967,시간,7
16,성인가요,1967,있게,6
3,성인가요,1967,울산,5
4,성인가요,1967,애기,5
4,성인가요,1967,없어요,6
14,성인가요,1967,변함,7
10,성인가요,1967,김,8
11,성인가요,1967,일병,8
13,성인가요,1967,부라보,6
1,성인가요,1967,찻집,6
2,성인가요,1967,멜로디,6
3,성인가요,1967,어제,6
0,성인가요,1967,팔도,6
1,성인가요,1967,강산,9
0,성인가요,1968,구월,5
1,성인가요,1968,소리,6
8,성인가요,1968,마음,27
9,성인가요,1968,낙엽,10
12,성인가요,1968,거리,6
15,성인가요,1968,당신,16
16,성인가요,1968,생각,5
17,성인가요,1968,사랑,37
21,성인가요,1968,그리움,5
23,성인가요,1968,그,22
24,성인가요,1968,누구,5
4,성인가요,1968,그리운,10
5,성인가요,1968,사람,12
8,성인가요,1968,수,5
9,성인가요,1968,별,5
0,성인가요,1968,가지,6
1,성인가요,1968,마오,6
7,성인가요,1968,밤,14
12,성인가요,1968,없는,6
13,성인가요,1968,창가,5
14,성인가요,1968,이슬,5
2,성인가요,1968,날,5
8,성인가요,1968,내,12
14,성인가요,1968,못,5
4,성인가요,1968,길,13
8,성인가요,1968,얼굴,6
17,성인가요,1968,꽃,16
23,성인가요,1968,가슴,15
24,성인가요,1968,꿈,9
25,성인가요,1968,바람,5
1,성인가요,1968,집의,8
2,성인가요,1968,아가씨,8
3,성인가요,1968,예뻐요,12
5,성인가요,1968,없어요,8
6,성인가요,1968,그녀,8
21,성인가요,1968,한번,7
23,성인가요,1968,나,14
27,성인가요,1968,새,5
30,성인가요,1968,천배,8
31,성인가요,1968,만배,8
35,성인가요,1968,앞,5
42,성인가요,1968,혼자,6
0,성인가요,1968,찬,5
5,성인가요,1968,너,5
11,성인가요,1968,잎,7
27,성인가요,1968,이,17
1,성인가요,1968,바,6
18,성인가요,1968,눈물,6
0,성인가요,1968,단벌,6
27,성인가요,1968,가득,5
2,성인가요,1968,마포,8
3,성인가요,1968,종점,8
7,성인가요,1968,비,5
17,성인가요,1968,하나,9
0,성인가요,1968,별빛,5
1,성인가요,1968,서로,6
2,성인가요,1968,좋아서,6
6,성인가요,1968,여자,8
0,성인가요,1968,안녕,12
1,성인가요,1968,서울,6
2,성인가요,1969,때,12
3,성인가요,1969,우리,7
4,성인가요,1969,가을,8
10,성인가요,1969,꿈,7
13,성인가요,1969,사랑,41
15,성인가요,1969,계절,8
19,성인가요,1969,가슴,15
22,성인가요,1969,눈물,15
0,성인가요,1969,날,15
3,성인가요,1969,꽃,10
13,성인가요,1969,살,9
20,성인가요,1969,밤,10
0,성인가요,1969,외로운,7
2,성인가요,1969,나,11
4,성인가요,1969,이,8
10,성인가요,1969,말,5
11,성인가요,1969,외로움,5
15,성인가요,1969,저,12
22,성인가요,1969,내,40
0,성인가요,1969,그,35
1,성인가요,1969,사람,33
13,성인가요,1969,뺨,6
15,성인가요,1969,생각,11
17,성인가요,1969,이제,8
11,성인가요,1969,바람,8
22,성인가요,1969,마음,11
0,성인가요,1969,세월,6
1,성인가요,1969,당신,24
9,성인가요,1969,다시,14
3,성인가요,1969,곳,6
2,성인가요,1969,가야,5
3,성인가요,1969,미련,5
6,성인가요,1969,것,5
10,성인가요,1969,상처,6
11,성인가요,1969,머나먼,6
12,성인가요,1969,길,21
15,성인가요,1969,지난,5
0,성인가요,1969,낙엽,10
1,성인가요,1969,우수수,6
3,성인가요,1969,겨울,7
5,성인가요,1969,어머님,6
6,성인가요,1969,둘,6
7,성인가요,1969,옛이야기,6
9,성인가요,1969,어쩌면,6
11,성인가요,1969,이야기,6
14,성인가요,1969,부모,6
8,성인가요,1969,님,10
11,성인가요,1969,가지,7
12,성인가요,1969,눈보라,5
6,성인가요,1969,서로,6
1,성인가요,1969,돈,8
9,성인가요,1969,그대,11
3,성인가요,1969,고,5
6,성인가요,1969,석류,6
17,성인가요,1969,에,6
20,성인가요,1969,건너,5
1,성인가요,1969,웨딩드레스,8
17,성인가요,1969,속,13
11,성인가요,1969,한송이,8
14,성인가요,1969,이름,5
15,성인가요,1969,주란,8
6,성인가요,1969,천리,8
4,성인가요,1970,내,12
5,성인가요,1970,마음,14
7,성인가요,1970,사랑,41
11,성인가요,1970,정,10
18,성인가요,1970,사람,15
19,성인가요,1970,왜,9
20,성인가요,1970,그,21
1,성인가요,1970,한번,9
2,성인가요,1970,윙크,12
5,성인가요,1970,살짝,5
6,성인가요,1970,쿵,5
9,성인가요,1970,다시,8
11,성인가요,1970,나,10
12,성인가요,1970,바보,12
5,성인가요,1970,날,7
9,성인가요,1970,못,6
14,성인가요,1970,철새,5
24,성인가요,1970,사나이,13
19,성인가요,1970,눈물,12
20,성인가요,1970,당신,12
0,성인가요,1970,싫어지면,6
16,성인가요,1970,말,9
1,성인가요,1970,때,7
5,성인가요,1970,람디람디담,18
7,성인가요,1970,그대,18
8,성인가요,1970,람디,9
9,성인가요,1970,담,9
1,성인가요,1970,빗물,6
6,성인가요,1970,가면,7
7,성인가요,1970,가슴,6
0,성인가요,1970,가시,12
1,성인가요,1970,내야,12
2,성인가요,1970,범띠,9
1,성인가요,1970,글자,8
17,성인가요,1970,짧은,5
2,성인가요,1970,난,12
28,성인가요,1970,루루,5
29,성인가요,1970,루,5
4,성인가요,1970,길,17
9,성인가요,1970,기,5
0,성인가요,1971,사랑,36
1,성인가요,1971,당신,18
2,성인가요,1971,이,11
5,성인가요,1971,내,21
1,성인가요,1971,사람,25
4,성인가요,1971,눈물,12
7,성인가요,1971,고향,10
11,성인가요,1971,밤,8
2,성인가요,1971,강,8
3,성인가요,1971,지금,8
4,성인가요,1971,가슴,7
8,성인가요,1971,세월,12
12,성인가요,1971,꽃,8
14,성인가요,1971,날,5
16,성인가요,1971,손,6
17,성인가요,1971,그,27
24,성인가요,1971,끼,5
1,성인가요,1971,마로니에,6
1,성인가요,1971,오솔길,6
2,성인가요,1971,그대,17
3,성인가요,1971,준,8
7,성인가요,1971,이제,8
8,성인가요,1971,아름다운,11
10,성인가요,1971,바닷가,5
13,성인가요,1971,파도,6
16,성인가요,1971,수,5
28,성인가요,1971,머나먼,6
29,성인가요,1971,하늘,7
30,성인가요,1971,저,9
31,성인가요,1971,별,5
4,성인가요,1971,님,12
8,성인가요,1971,마음,15
10,성인가요,1971,꿈,10
11,성인가요,1971,먼,7
12,성인가요,1971,곳,7
10,성인가요,1971,몸,5
6,성인가요,1971,서로,6
8,성인가요,1971,싫어,6
6,성인가요,1971,예,28
7,성인가요,1971,멀리,6
1,성인가요,1971,약,5
3,성인가요,1971,슬픔,10
11,성인가요,1971,오,18
12,성인가요,1971,오오오,9
14,성인가요,1971,나,15
0,성인가요,1971,왜,10
0,성인가요,1971,영감,10
9,성인가요,1971,그러게,8
11,성인가요,1971,마누라,8
17,성인가요,1971,댄스,18
0,성인가요,1972,당신,18
15,성인가요,1972,때,8
20,성인가요,1972,약속,5
22,성인가요,1972,날,11
24,성인가요,1972,생각,13
26,성인가요,1972,말,29
0,성인가요,1972,향,6
2,성인가요,1972,고향,8
3,성인가요,1972,그,24
6,성인가요,1972,바보,5
15,성인가요,1972,좋아,6
2,성인가요,1972,못,6
9,성인가요,1972,저,19
10,성인가요,1972,멀리,12
17,성인가요,1972,나,20
21,성인가요,1972,지금,6
0,성인가요,1972,눈,5
10,성인가요,1972,사람,14
11,성인가요,1972,무지개,6
0,성인가요,1972,그대,11
5,성인가요,1972,조용히,12
6,성인가요,1972,언제,6
9,성인가요,1972,영원한,8
10,성인가요,1972,사랑,29
0,성인가요,1972,어디,12
2,성인가요,1972,길,8
15,성인가요,1972,사이,5
12,성인가요,1972,시절,8
14,성인가요,1972,꽃,5
15,성인가요,1972,그리워,6
16,성인가요,1972,이,6
17,성인가요,1972,마음,8
25,성인가요,1972,내,26
0,성인가요,1972,땐,7
3,성인가요,1972,안,6
8,성인가요,1972,달,39
22,성인가요,1972,손,6
26,성인가요,1972,풍년,5
24,성인가요,1972,님,14
14,성인가요,1972,세월,5
18,성인가요,1972,바람,11
27,성인가요,1972,모두,11
0,성인가요,1972,산,5
5,성인가요,1972,우리,6
10,성인가요,1972,오,13
5,성인가요,1972,여인,13
9,성인가요,1972,친구,10
0,성인가요,1972,달이,7
7,성인가요,1972,아리랑,9
8,성인가요,1972,동동,6
0,성인가요,1972,세실리아,18
4,성인가요,1972,맘,12
5,성인가요,1972,혼자,8
10,성인가요,1972,동산,6
0,성인가요,1972,오라오라,24
5,성인가요,1972,노래,7
6,성인가요,1972,푸른,5
16,성인가요,1972,예,9
1,성인가요,1972,황혼,6
5,성인가요,1972,해변,6
15,성인가요,1973,없는,11
18,성인가요,1973,나,37
22,성인가요,1973,사람,8
34,성인가요,1973,뱅글,6
40,성인가요,1973,우리,9
42,성인가요,1973,그,36
1,성인가요,1973,날,13
4,성인가요,1973,마음,34
11,성인가요,1973,사랑,38
17,성인가요,1973,것,10
18,성인가요,1973,다시,21
1,성인가요,1973,그대,10
4,성인가요,1973,불타는,5
5,성인가요,1973,이,9
7,성인가요,1973,말,12
10,성인가요,1973,세상,7
11,성인가요,1973,해도,9
12,성인가요,1973,당신,16
17,성인가요,1973,세월,6
2,성인가요,1973,누구,7
3,성인가요,1973,한번,5
9,성인가요,1973,둘,6
10,성인가요,1973,뜨겁게,6
11,성인가요,1973,혼자,10
1,성인가요,1973,좋다,6
5,성인가요,1973,내,25
12,성인가요,1973,꽃,5
30,성인가요,1973,길,24
2,성인가요,1973,시절,8
6,성인가요,1973,달,7
7,성인가요,1973,별,9
8,성인가요,1973,지난,5
9,성인가요,1973,얘기,5
10,성인가요,1973,있어요,13
11,성인가요,1973,생각,12
2,성인가요,1973,밤,6
5,성인가요,1973,눈동자,5
17,성인가요,1973,그리운,9
3,성인가요,1973,위,11
7,성인가요,1973,파도,5
16,성인가요,1973,아름다운,8
0,성인가요,1973,마른,10
1,성인가요,1973,잎,10
4,성인가요,1973,바람,10
5,성인가요,1973,아무,8
7,성인가요,1973,너,12
8,성인가요,1973,가야,8
9,성인가요,1973,하나,8
12,성인가요,1973,멀리,10
15,성인가요,1973,쓸쓸하지,8
7,성인가요,1973,헬로,16
11,성인가요,1973,흠마흠마흠마,8
7,성인가요,1973,가슴,5
12,성인가요,1973,서울,6
18,성인가요,1973,언제,6
44,성인가요,1973,랄라라,5
0,성인가요,1973,안녕하세요,6
1,성인가요,1973,또,9
18,성인가요,1973,반가워요,5
24,성인가요,1973,보고,6
0,성인가요,1973,왜,14
1,성인가요,1973,아니,8
3,성인가요,1973,가세,8
4,성인가요,1973,인사,6
2,성인가요,1973,초원,6
4,성인가요,1973,고향,6
0,성인가요,1974,나,27
3,성인가요,1974,곳,19
8,성인가요,1974,행복,8
9,성인가요,1974,내,23
14,성인가요,1974,저,5
0,성인가요,1974,그대,13
13,성인가요,1974,세월,5
15,성인가요,1974,슬픔,6
16,성인가요,1974,그,9
0,성인가요,1974,좋아해,24
1,성인가요,1974,당신,25
3,성인가요,1974,하늘,11
5,성인가요,1974,밤,5
8,성인가요,1974,없이는,8
9,성인가요,1974,못,39
10,성인가요,1974,살,37
12,성인가요,1974,혼자,10
13,성인가요,1974,모해,16
19,성인가요,1974,사랑,46
20,성인가요,1974,이,6
22,성인가요,1974,마음,11
24,성인가요,1974,영원히,5
6,성인가요,1974,같은,7
8,성인가요,1974,가슴,8
11,성인가요,1974,곁,10
12,성인가요,1974,있어,10
13,성인가요,1974,주,10
0,성인가요,1974,노래,16
18,성인가요,1974,하얀,6
19,성인가요,1974,구름,9
0,성인가요,1974,눈,9
7,성인가요,1974,꿈,6
6,성인가요,1974,바람따라,5
17,성인가요,1974,날,5
13,성인가요,1974,사람,7
0,성인가요,1974,서로,19
22,성인가요,1974,솜,6
5,성인가요,1974,수,6
6,성인가요,1974,없을거야,5
20,성인가요,1974,멀리,6
10,성인가요,1974,인어,7
5,성인가요,1974,입니다,5
0,성인가요,1975,가을,7
2,성인가요,1975,누구,5
4,성인가요,1975,낙엽,6
5,성인가요,1975,날,20
11,성인가요,1975,마음,17
6,성인가요,1975,너,13
9,성인가요,1975,빛,8
10,성인가요,1975,먼,5
11,성인가요,1975,길,6
21,성인가요,1975,밤,6
0,성인가요,1975,나,42
1,성인가요,1975,정말,16
13,성인가요,1975,사랑,21
15,성인가요,1975,그,13
18,성인가요,1975,말,36
1,성인가요,1975,애인,8
2,성인가요,1975,있다면,8
3,성인가요,1975,언제,8
9,성인가요,1975,이,12
12,성인가요,1975,봄,6
13,성인가요,1975,여름,6
15,성인가요,1975,내,14
18,성인가요,1975,변치,5
2,성인가요,1975,진실,6
3,성인가요,1975,따스한,6
5,성인가요,1975,눈,11
14,성인가요,1975,당신,6
22,성인가요,1975,요,5
34,성인가요,1975,라라라라,11
2,성인가요,1975,걸,12
9,성인가요,1975,혹시,8
11,성인가요,1975,사람,10
6,성인가요,1975,임,5
10,성인가요,1975,가라,6
0,성인가요,1975,음,6
10,성인가요,1975,쨍,11
11,성인가요,1975,해뜰,11
0,성인가요,1976,산마루,6
1,성인가요,1976,깊은,6
2,성인가요,1976,밤,8
3,성인가요,1976,산새,6
4,성인가요,1976,우뚝,6
5,성인가요,1976,선,6
6,성인가요,1976,고목,6
7,성인가요,1976,달빛,6
8,성인가요,1976,아래,6
9,성인가요,1976,외롭네,6
10,성인가요,1976,사람,15
12,성인가요,1976,없다,6
16,성인가요,1976,날,13
18,성인가요,1976,또,9
20,성인가요,1976,가면,5
21,성인가요,1976,그,27
0,성인가요,1976,그누,12
1,성인가요,1976,노래,12
2,성인가요,1976,사랑,29
3,성인가요,1976,그리워,6
5,성인가요,1976,하늘,6
6,성인가요,1976,같은,5
7,성인가요,1976,마음,29
11,성인가요,1976,가슴,8
2,성인가요,1976,눈,38
6,성인가요,1976,소녀,6
8,성인가요,1976,내,40
12,성인가요,1976,알,13
14,성인가요,1976,있을까,7
15,성인가요,1976,말,33
16,성인가요,1976,나,13
20,성인가요,1976,얼굴,6
0,성인가요,1976,길,11
13,성인가요,1976,이,7
25,성인가요,1976,바람,7
3,성인가요,1976,남,8
6,성인가요,1976,대요,6
3,성인가요,1976,추억,12
7,성인가요,1976,아이,8
0,성인가요,1976,당신,21
1,성인가요,1976,얼마나,7
4,성인가요,1976,우리,13
6,성인가요,1976,둘이서,6
0,성인가요,1976,비,16
1,성인가요,1976,비둘기,6
6,성인가요,1976,어디,9
0,성인가요,1976,조용히,6
5,성인가요,1976,생각,10
8,성인가요,1976,준,6
21,성인가요,1976,빗물,8
1,성인가요,1976,파도,7
6,성인가요,1976,소년,6
15,성인가요,1976,안될,8
20,성인가요,1976,아침,6
21,성인가요,1976,밉기만,6
13,성인가요,1976,님,22
16,성인가요,1976,간,8
19,성인가요,1976,그리워서,12
0,성인가요,1979,산마루,6
1,성인가요,1979,깊은,6
2,성인가요,1979,밤,13
3,성인가요,1979,산새,6
4,성인가요,1979,우뚝,6
5,성인가요,1979,선,7
6,성인가요,1979,고목,6
7,성인가요,1979,달빛,6
8,성인가요,1979,아래,6
9,성인가요,1979,외롭네,6
10,성인가요,1979,사람,22
16,성인가요,1979,날,14
18,성인가요,1979,또,8
19,성인가요,1979,간다,6
21,성인가요,1979,그,10
1,성인가요,1979,눈,8
3,성인가요,1979,나,43
4,성인가요,1979,혼자,12
6,성인가요,1979,때문,5
20,성인가요,1979,속,5
2,성인가요,1979,내,21
11,성인가요,1979,때,12
17,성인가요,1979,마음,16
3,성인가요,1979,생각,11
15,성인가요,1979,이제,5
18,성인가요,1979,눈물,9
27,성인가요,1979,꿈,10
50,성인가요,1979,사랑,14
1,성인가요,1979,약해서,8
2,성인가요,1979,잡지,7
15,성인가요,1979,너,28
6,성인가요,1979,당신,20
2,성인가요,1979,오시,6
4,성인가요,1979,빈,6
5,성인가요,1979,의자,6
7,성인가요,1979,자리,7
11,성인가요,1979,하리,6
13,성인가요,1979,괜찮소,6
5,성인가요,1979,말,19
6,성인가요,1979,이,6
13,성인가요,1979,바람,6
0,성인가요,1979,아리송해,22
1,성인가요,1979,어제,8
9,성인가요,1979,없는,6
1,성인가요,1979,만약,5
19,성인가요,1979,영원한,6
8,성인가요,1979,젊음,7
15,성인가요,1979,다시,9
17,성인가요,1979,우리,7
21,성인가요,1979,행복,5
3,성인가요,1979,수,5
4,성인가요,1979,없잖아요,5
0,성인가요,1979,맨,18
0,성인가요,1977,눈,25
1,성인가요,1977,말,36
3,성인가요,1977,남,12
4,성인가요,1977,알,8
5,성인가요,1977,사랑,16
6,성인가요,1977,대요,6
0,성인가요,1977,꽃,12
1,성인가요,1977,순이,9
4,성인가요,1977,나,11
8,성인가요,1977,가면,5
3,성인가요,1977,날,6
15,성인가요,1977,별,6
22,성인가요,1977,너,36
23,성인가요,1977,마음,15
14,성인가요,1977,내,19
18,성인가요,1977,이,8
7,성인가요,1977,가슴,9
8,성인가요,1977,우리,10
9,성인가요,1977,손,5
11,성인가요,1977,세월,6
6,성인가요,1977,정,11
8,성인가요,1977,그,15
10,성인가요,1977,빵빵,12
26,성인가요,1977,꿈,5
3,성인가요,1977,곳도,6
4,성인가요,1977,목화,32
5,성인가요,1977,밭,32
10,성인가요,1977,곳,6
15,성인가요,1977,멀리,10
19,성인가요,1977,정말,14
23,성인가요,1977,소녀,6
1,성인가요,1977,밤,9
12,성인가요,1977,아니야,13
14,성인가요,1977,난,8
3,성인가요,1977,사람,5
5,성인가요,1977,어디,6
0,성인가요,1977,그러길래,5
1,성인가요,1977,이웃,8
2,성인가요,1977,사촌,10
4,성인가요,1977,있는,5
5,성인가요,1977,친척,5
14,성인가요,1977,대신,5
5,성인가요,1977,줄,6
7,성인가요,1977,낙엽,6
18,성인가요,1977,진짜,8
19,성인가요,1977,좋아해,8
9,성인가요,1978,감수,9
10,성인가요,1978,광,9
11,성인가요,1978,나,37
21,성인가요,1978,당신,24
26,성인가요,1978,다해,5
0,성인가요,1978,줄,10
2,성인가요,1978,춤,10
4,성인가요,1978,손,6
6,성인가요,1978,사랑,61
7,성인가요,1978,노래,14
10,성인가요,1978,좋아했지,6
17,성인가요,1978,영원히,16
20,성인가요,1978,말,18
21,성인가요,1978,언약,6
23,성인가요,1978,후회,6
6,성인가요,1978,눈물,18
7,성인가요,1978,하늘,10
14,성인가요,1978,새소리,5
16,성인가요,1978,너머,5
2,성인가요,1978,그쟈,8
3,성인가요,1978,우리,23
4,성인가요,1978,멀리,7
7,성인가요,1978,맘,15
8,성인가요,1978,하나,5
10,성인가요,1978,날,19
11,성인가요,1978,가도,5
1,성인가요,1978,어떡해,15
4,성인가요,1978,정말,7
11,성인가요,1978,내,27
15,성인가요,1978,못,13
16,성인가요,1978,그,34
19,성인가요,1978,안녕,6
0,성인가요,1978,나성,8
1,성인가요,1978,가면,8
2,성인가요,1978,편지,12
6,성인가요,1978,소식,6
7,성인가요,1978,전,6
10,성인가요,1978,마음,26
14,성인가요,1978,생각,13
15,성인가요,1978,저,5
16,성인가요,1978,둘이서,5
27,성인가요,1978,행복,7
11,성인가요,1978,너무합니다,6
18,성인가요,1978,수가,5
19,성인가요,1978,없어요,11
4,성인가요,1978,요,5
3,성인가요,1978,이,5
9,성인가요,1978,그날,5
11,성인가요,1978,다시,8
17,성인가요,1978,꿈,16
21,성인가요,1978,곳,6
23,성인가요,1978,구름,6
29,성인가요,1978,두리,5
32,성인가요,1978,님,8
34,성인가요,1978,밤,5
1,성인가요,1978,사람,5
16,성인가요,1978,그대,7
7,성인가요,1978,오,6
24,성인가요,1978,속,5
25,성인가요,1978,파도,6
26,성인가요,1978,소리,6
15,성인가요,1978,순이,12
19,성인가요,1978,고향,5
6,성인가요,1978,세상,5
7,성인가요,1978,제일,5
8,성인가요,1978,좋은,5
10,성인가요,1978,친구,8
12,성인가요,1978,곰,5
14,성인가요,1978,슬픈,5
19,성인가요,1978,곰돌이,5
9,성인가요,1978,애,6
1,성인가요,1978,뒤,6
4,성인가요,1978,그리움,5
0,성인가요,1978,얘,6
1,성인가요,1978,시집,6
0,성인가요,1978,위해,6
1,성인가요,1978,전우,5
1,성인가요,1978,추어,6
4,성인가요,1980,그,20
5,성인가요,1980,사람,5
16,성인가요,1980,바보,7
18,성인가요,1980,세월,15
0,성인가요,1980,내,20
1,성인가요,1980,마음,27
3,성인가요,1980,땐,6
4,성인가요,1980,눈,6
6,성인가요,1980,그대,18
7,성인가요,1980,생각,10
9,성인가요,1980,사랑,18
14,성인가요,1980,때,13
18,성인가요,1980,아쉬워,5
19,성인가요,1980,하늘,6
22,성인가요,1980,곁,5
25,성인가요,1980,오늘,10
26,성인가요,1980,여인,6
27,성인가요,1980,입니다,6
0,성인가요,1980,나,28
1,성인가요,1980,행복합니다,18
2,성인가요,1980,정말,8
4,성인가요,1980,그날,7
17,성인가요,1980,우리,8
27,성인가요,1980,곳,10
32,성인가요,1980,꿈,5
33,성인가요,1980,있어요,5
4,성인가요,1980,소녀,12
0,성인가요,1980,당신,16
1,성인가요,1980,누구,9
2,성인가요,1980,길,11
7,성인가요,1980,애,5
19,성인가요,1980,날,7
0,성인가요,1980,것,7
26,성인가요,1980,저,9
1,성인가요,1980,난,9
1,성인가요,1980,말,5
2,성인가요,1980,님,5
1,성인가요,1980,높은,6
3,성인가요,1980,향,7
5,성인가요,1980,진주,7
8,성인가요,1980,제,12
9,성인가요,1980,광구,12
10,성인가요,1980,검은,6
17,성인가요,1980,풍문,8
0,성인가요,1982,내,28
1,성인가요,1982,마음,18
3,성인가요,1982,땐,6
4,성인가요,1982,눈,10
6,성인가요,1982,그대,8
7,성인가요,1982,생각,9
8,성인가요,1982,가슴,10
9,성인가요,1982,사랑,52
14,성인가요,1982,때,6
15,성인가요,1982,이야기,5
16,성인가요,1982,꽃잎,6
17,성인가요,1982,세월,7
18,성인가요,1982,아쉬워,5
