,genre,year,word,freq
22,"발라드, 국내드라마",2016,나,34
4,"발라드, 국내드라마",2016,말,42
5,"발라드, 국내드라마",2016,걸,10
13,"발라드, 국내드라마",2016,그런,13
14,"발라드, 국내드라마",2016,난,18
15,"발라드, 국내드라마",2016,너,38
17,"발라드, 국내드라마",2016,수,25
23,"발라드, 국내드라마",2016,사랑,55
31,"발라드, 국내드라마",2016,것,23
38,"발라드, 국내드라마",2016,그,22
3,"발라드, 국내드라마",2016,사람,16
3,"발라드, 국내드라마",2016,우리,12
8,"발라드, 국내드라마",2016,가슴,14
26,"발라드, 국내드라마",2016,꿈,10
3,"발라드, 국내드라마",2016,게,13
5,"발라드, 국내드라마",2016,날,26
13,"발라드, 국내드라마",2016,눈,13
18,"발라드, 국내드라마",2016,해도,10
34,"발라드, 국내드라마",2016,같아,10
39,"발라드, 국내드라마",2016,그냥,14
0,"발라드, 국내드라마",2017,왜,13
1,"발라드, 국내드라마",2017,너,60
7,"발라드, 국내드라마",2017,이,12
15,"발라드, 국내드라마",2017,하루,14
16,"발라드, 국내드라마",2017,나,20
20,"발라드, 국내드라마",2017,것,21
24,"발라드, 국내드라마",2017,날,16
26,"발라드, 국내드라마",2017,말,22
28,"발라드, 국내드라마",2017,알,11
37,"발라드, 국내드라마",2017,내,50
40,"발라드, 국내드라마",2017,사랑,20
51,"발라드, 국내드라마",2017,걸,10
67,"발라드, 국내드라마",2017,널,20
75,"발라드, 국내드라마",2017,곳,12
24,"발라드, 국내드라마",2017,그,12
28,"발라드, 국내드라마",2017,니,17
2,"발라드, 국내드라마",2017,그대,13
18,"발라드, 국내드라마",2017,꼭,10
3,"발라드, 국내드라마",2018,내,17
16,"발라드, 국내드라마",2018,너,29
20,"발라드, 국내드라마",2018,모든,27
21,"발라드, 국내드라마",2018,순간,22
24,"발라드, 국내드라마",2018,그,17
5,"발라드, 국내드라마",2018,해도,12
9,"발라드, 국내드라마",2018,날,22
20,"발라드, 국내드라마",2018,나,12
0,"발라드, 국내드라마",2019,네,14
2,"발라드, 국내드라마",2019,수,46
5,"발라드, 국내드라마",2019,해도,12
9,"발라드, 국내드라마",2019,날,36
13,"발라드, 국내드라마",2019,내,62
14,"발라드, 국내드라마",2019,그,33
16,"발라드, 국내드라마",2019,너,43
20,"발라드, 국내드라마",2019,나,45
27,"발라드, 국내드라마",2019,말,21
29,"발라드, 국내드라마",2019,눈빛,11
32,"발라드, 국내드라마",2019,꽃,10
34,"발라드, 국내드라마",2019,모든,30
35,"발라드, 국내드라마",2019,순간,19
47,"발라드, 국내드라마",2019,알,11
48,"발라드, 국내드라마",2019,없는,13
51,"발라드, 국내드라마",2019,있는,10
0,"발라드, 국내드라마",2019,안녕,10
15,"발라드, 국내드라마",2019,널,14
20,"발라드, 국내드라마",2019,이,16
27,"발라드, 국내드라마",2019,마음,35
32,"발라드, 국내드라마",2019,사랑,12
34,"발라드, 국내드라마",2019,다시,12
58,"발라드, 국내드라마",2019,매일,10
59,"발라드, 국내드라마",2019,그리움,10
5,"발라드, 국내드라마",2019,향,11
12,"발라드, 국내드라마",2019,그대,49
19,"발라드, 국내드라마",2019,것,12
25,"발라드, 국내드라마",2019,더,10
27,"발라드, 국내드라마",2019,기억,21
10,"발라드, 국내드라마",2019,난,10
0,"발라드, 국내드라마",2020,네,17
2,"발라드, 국내드라마",2020,수,43
5,"발라드, 국내드라마",2020,해도,15
6,"발라드, 국내드라마",2020,눈물,12
8,"발라드, 국내드라마",2020,시간,22
9,"발라드, 국내드라마",2020,날,56
10,"발라드, 국내드라마",2020,준,10
11,"발라드, 국내드라마",2020,사람,26
13,"발라드, 국내드라마",2020,내,67
14,"발라드, 국내드라마",2020,그,47
16,"발라드, 국내드라마",2020,너,71
20,"발라드, 국내드라마",2020,나,56
27,"발라드, 국내드라마",2020,말,23
29,"발라드, 국내드라마",2020,눈빛,11
32,"발라드, 국내드라마",2020,꽃,12
34,"발라드, 국내드라마",2020,모든,34
35,"발라드, 국내드라마",2020,순간,22
36,"발라드, 국내드라마",2020,햇살,11
38,"발라드, 국내드라마",2020,꿈,15
47,"발라드, 국내드라마",2020,알,10
48,"발라드, 국내드라마",2020,없는,12
51,"발라드, 국내드라마",2020,있는,11
58,"발라드, 국내드라마",2020,어떤,18
0,"발라드, 국내드라마",2020,안녕,10
15,"발라드, 국내드라마",2020,널,19
17,"발라드, 국내드라마",2020,맘,12
20,"발라드, 국내드라마",2020,이,26
27,"발라드, 국내드라마",2020,마음,29
31,"발라드, 국내드라마",2020,일,10
32,"발라드, 국내드라마",2020,사랑,35
34,"발라드, 국내드라마",2020,다시,13
42,"발라드, 국내드라마",2020,그때,10
58,"발라드, 국내드라마",2020,매일,11
59,"발라드, 국내드라마",2020,그리움,10
64,"발라드, 국내드라마",2020,곁,12
11,"발라드, 국내드라마",2020,속,18
12,"발라드, 국내드라마",2020,그대,61
19,"발라드, 국내드라마",2020,것,14
27,"발라드, 국내드라마",2020,기억,21
31,"발라드, 국내드라마",2020,걸,11
10,"발라드, 국내드라마",2020,난,21
11,"발라드, 국내드라마",2020,때,10
17,"발라드, 국내드라마",2020,밤,13
26,"발라드, 국내드라마",2020,세상,12
33,"발라드, 국내드라마",2020,우리,13
17,"발라드, 국내드라마",2020,같은,10
26,랩/힙합,1993,그대,13
0,랩/힙합,1994,난,16
2,랩/힙합,1994,또,11
20,랩/힙합,1994,나,31
35,랩/힙합,1994,너,13
0,랩/힙합,1994,슈퍼맨,20
0,랩/힙합,1995,슈퍼맨,20
0,랩/힙합,1997,다시,15
1,랩/힙합,1997,내,21
7,랩/힙합,1997,너,43
11,랩/힙합,1997,나,31
27,랩/힙합,1997,수,10
44,랩/힙합,1997,때,10
24,랩/힙합,1997,사랑,24
1,랩/힙합,1998,그,11
8,랩/힙합,1998,나,10
26,랩/힙합,1998,그대,34
2,랩/힙합,1999,여기,11
3,랩/힙합,1999,지금,22
5,랩/힙합,1999,있어,16
6,랩/힙합,1999,너,65
7,랩/힙합,1999,사랑,32
8,랩/힙합,1999,내,42
10,랩/힙합,1999,넌,22
16,랩/힙합,1999,나,66
22,랩/힙합,1999,네,10
31,랩/힙합,1999,속,10
32,랩/힙합,1999,것,15
33,랩/힙합,1999,난,26
45,랩/힙합,1999,우린,11
48,랩/힙합,1999,알,18
0,랩/힙합,1999,이,20
1,랩/힙합,1999,세상,16
13,랩/힙합,1999,우리,36
19,랩/힙합,1999,그,17
21,랩/힙합,1999,말,19
69,랩/힙합,1999,라라라라,20
4,랩/힙합,1999,그대,22
9,랩/힙합,1999,수,23
11,랩/힙합,1999,걸,12
20,랩/힙합,1999,뿐,16
23,랩/힙합,1999,눈,17
33,랩/힙합,1999,또,13
43,랩/힙합,1999,이제,18
7,랩/힙합,1999,너희,10
39,랩/힙합,1999,모두,16
9,랩/힙합,1999,뒤,11
44,랩/힙합,1999,널,10
40,랩/힙합,1999,적,14
4,랩/힙합,1999,인,36
0,랩/힙합,2000,너,43
13,랩/힙합,2000,나,38
18,랩/힙합,2000,내,27
28,랩/힙합,2000,그,35
30,랩/힙합,2000,모든,10
37,랩/힙합,2000,것,20
44,랩/힙합,2000,위해,21
17,랩/힙합,2000,우리,13
18,랩/힙합,2000,모두,21
62,랩/힙합,2000,다시,14
12,랩/힙합,2000,누가,15
134,랩/힙합,2000,손,10
40,랩/힙합,2000,영혼,11
61,랩/힙합,2000,주먹,10
16,랩/힙합,2001,내,34
18,랩/힙합,2001,세상,10
28,랩/힙합,2001,속,14
29,랩/힙합,2001,나,52
42,랩/힙합,2001,힙합,10
53,랩/힙합,2001,위로,17
56,랩/힙합,2001,우리,13
63,랩/힙합,2001,너,46
66,랩/힙합,2001,지금,10
82,랩/힙합,2001,난,12
7,랩/힙합,2001,날,11
8,랩/힙합,2001,때,26
35,랩/힙합,2001,음악,12
1,랩/힙합,2001,당신,26
52,랩/힙합,2001,어떻게,14
75,랩/힙합,2001,그대,16
76,랩/힙합,2001,생각,12
77,랩/힙합,2001,아파,10
78,랩/힙합,2001,뭘,10
79,랩/힙합,2001,그때,14
37,랩/힙합,2001,행복했어,14
1,랩/힙합,2002,날,13
3,랩/힙합,2002,말,15
5,랩/힙합,2002,우리,15
7,랩/힙합,2002,이제,13
16,랩/힙합,2002,나,18
22,랩/힙합,2002,너,36
34,랩/힙합,2002,내,26
56,랩/힙합,2002,난,12
71,랩/힙합,2002,또,24
91,랩/힙합,2002,더,46
24,랩/힙합,2002,지금,10
85,랩/힙합,2002,맘,11
46,랩/힙합,2002,멀리,25
48,랩/힙합,2002,높이,28
102,랩/힙합,2002,몸,10
20,랩/힙합,2002,그녀,26
1,랩/힙합,2002,신사,10
8,랩/힙합,2003,난,47
29,랩/힙합,2003,내,81
40,랩/힙합,2003,말,24
49,랩/힙합,2003,때문,25
53,랩/힙합,2003,나,38
54,랩/힙합,2003,맘,12
63,랩/힙합,2003,날,23
77,랩/힙합,2003,또,12
98,랩/힙합,2003,위로,25
101,랩/힙합,2003,너,28
104,랩/힙합,2003,여자,11
124,랩/힙합,2003,거리,12
133,랩/힙합,2003,사랑,10
6,랩/힙합,2003,왜,11
59,랩/힙합,2003,노래,13
71,랩/힙합,2003,하나,11
0,랩/힙합,2003,저,15
3,랩/힙합,2003,더,16
4,랩/힙합,2003,생각,10
5,랩/힙합,2003,모두,12
13,랩/힙합,2003,바보,13
8,랩/힙합,2003,이,27
1,랩/힙합,2003,남자,12
23,랩/힙합,2003,없어,16
30,랩/힙합,2003,제발,10
1,랩/힙합,2003,동네,11
2,랩/힙합,2003,바퀴,10
97,랩/힙합,2003,시,13
2,랩/힙합,2004,우리,16
6,랩/힙합,2004,사랑,57
11,랩/힙합,2004,말,19
25,랩/힙합,2004,남자,10
36,랩/힙합,2004,모두,14
39,랩/힙합,2004,나,40
52,랩/힙합,2004,수,21
56,랩/힙합,2004,이,18
60,랩/힙합,2004,때,27
70,랩/힙합,2004,그,32
77,랩/힙합,2004,날,14
94,랩/힙합,2004,사람,12
96,랩/힙합,2004,인생,14
97,랩/힙합,2004,더,17
114,랩/힙합,2004,하나,12
12,랩/힙합,2004,너,59
