ids,Year,Source,Target,Weight
57,1998,사랑(N),빠지(P),5
58,1998,사랑(N),아끼(P),8
59,1998,사랑(N),알(P),8
60,1998,사랑(N),없(P),21
61,1998,사랑(N),원하(P),6
62,1998,사랑(N),위하(P),10
63,1998,사랑(N),있(P),15
64,1998,사랑(N),잊(P),6
65,1998,사랑(N),찾(P),8
66,1998,사랑(N),하(P),31
67,1998,생각(N),나(P),5
68,1998,세상(N),만들(P),5
69,1998,세상(N),아름답(P),7
70,1998,속(N),깊(P),5
71,1998,손(N),잡(P),18
72,1998,순간(N),보(P),7
73,1998,숨(N),쉬(P),8
74,1998,숨(N),좋(P),6
75,1998,시간(N),지나(P),5
76,1998,시간(N),흐르(P),5
77,1998,시작(N),다가오(P),5
78,1998,시작(N),새롭(P),5
79,1998,시작(N),있(P),5
80,1998,아침(N),빛나(P),5
81,1998,아픔(N),물들(P),5
82,1998,아픔(N),없(P),5
83,1998,안(N),살아남(P),5
84,1998,안(N),있(P),5
85,1998,앞(N),빛나(P),5
86,1998,예예예예(N),좋(P),5
87,1998,음(N),알(P),6
88,1998,이별(N),없(P),6
89,1998,이상(N),없(P),8
90,1998,이제(N),없(P),6
91,1998,이제(N),있(P),5
92,1998,이해(N),떠나(P),5
93,1998,일(N),없(P),6
94,1998,자신(N),없(P),5
95,1998,잠(N),감(P),5
96,1998,잠(N),들(P),9
97,1998,처음(N),보(P),10
98,1998,처음(N),없(P),7
99,1998,처음(N),있(P),5
100,1998,태양(N),검(P),5
101,1998,태양(N),물들(P),5
102,1998,품(N),안기(P),5
103,1998,필요(N),없(P),8
104,1998,하늘(N),보(P),6
105,1998,행복(N),있(P),7
106,1998,혼자(N),되(P),7
107,1998,훗날(N),멀(P),7
108,1998,힘(N),들(P),7
0,1999,가슴(N),뛰(P),5
1,1999,곁(N),오(P),5
2,1999,곁(N),있(P),15
3,1999,곳(N),없(P),8
4,1999,기도(N),위하(P),5
5,1999,길(N),가(P),13
6,1999,길(N),돌아오(P),6
7,1999,꿈(N),같(P),5
8,1999,꿈(N),꾸(P),6
9,1999,끝(N),알(P),5
