,genre,year,song_id,title,line,noun,predicate
0,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",8.0,예고(N),찾아오(P)
1,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",12.0,운명(N),투(P)
2,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",12.0,운명(N),덜대(P)
3,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",12.0,운명(N),말(P)
4,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",12.0,탓(N),투(P)
5,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",12.0,탓(N),덜대(P)
6,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",12.0,탓(N),말(P)
7,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",13.0,맘(N),쓰(P)
8,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",14.0,포(N),없(P)
9,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",14.0,포(N),걸(P)
10,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",14.0,긴(N),없(P)
11,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",14.0,긴(N),걸(P)
12,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",14.0,인생(N),걸(P)
13,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",20.0,오오(N),보(P)
14,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",21.0,삶(N),우(P)
15,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",30.0,한편(N),기울(P)
16,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",30.0,한편(N),가(P)
17,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",34.0,명(N),바라보(P)
18,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",34.0,세상(N),바라보(P)
19,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",35.0,리(N),쓰(P)
20,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",35.0,리(N),멍들(P)
21,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",36.0,포(N),근하(P)
22,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",36.0,포(N),감싸보(P)
23,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",40.0,누(N),하(P)
24,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",40.0,누(N),좋(P)
25,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",42.0,오오(N),보(P)
26,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",43.0,삶(N),우(P)
27,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",45.0,몸서리(N),울(P)
28,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",45.0,몸서리(N),보(P)
29,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",45.0,몸서리(N),치(P)
30,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",54.0,오오(N),보(P)
31,댄스,2005.0,904628.0,"1,2,3,4. (원,투,쓰리,포.)",55.0,삶(N),우(P)
32,록/메탈,2005.0,732514.0,1st,7.0,간거(N),버리(P)
33,록/메탈,2005.0,732514.0,1st,9.0,이제(N),뺏(P)
34,록/메탈,2005.0,732514.0,1st,23.0,후회(N),잊(P)
35,록/메탈,2005.0,732514.0,1st,34.0,말(N),뭘(P)
36,록/메탈,2005.0,732514.0,1st,37.0,포기(N),있(P)
37,록/메탈,2005.0,732514.0,1st,44.0,후회(N),잊(P)
38,록/메탈,2005.0,732514.0,1st,51.0,내맘(N),움직일사(P)
39,록/메탈,2005.0,732514.0,1st,51.0,람(N),움직일사(P)
40,록/메탈,2005.0,732514.0,1st,53.0,사람(N),잖(P)
41,록/메탈,2005.0,732514.0,1st,58.0,연극(N),잊(P)
42,댄스,2005.0,931730.0,2 A.M (2:00am),0.0,입술(N),미치(P)
43,댄스,2005.0,931730.0,2 A.M (2:00am),15.0,허리(N),잡(P)
44,댄스,2005.0,931730.0,2 A.M (2:00am),15.0,허리(N),흔들(P)
45,댄스,2005.0,931730.0,2 A.M (2:00am),20.0,눈빛(N),잊(P)
46,댄스,2005.0,931730.0,2 A.M (2:00am),21.0,조금(N),녹(P)
47,댄스,2005.0,931730.0,2 A.M (2:00am),24.0,모습(N),갖(P)
48,댄스,2005.0,931730.0,2 A.M (2:00am),27.0,다가오네(N),젖(P)
49,댄스,2005.0,931730.0,2 A.M (2:00am),39.0,허리(N),잡(P)
50,댄스,2005.0,931730.0,2 A.M (2:00am),39.0,허리(N),흔들(P)
51,댄스,2005.0,931730.0,2 A.M (2:00am),44.0,눈빛(N),잊(P)
52,댄스,2005.0,931730.0,2 A.M (2:00am),45.0,조금(N),녹(P)
53,발라드,2005.0,986817.0,2♡,0.0,미안해(N),말(P)
54,발라드,2005.0,986817.0,2♡,2.0,용서(N),속이(P)
55,발라드,2005.0,986817.0,2♡,6.0,진실(N),주(P)
56,발라드,2005.0,986817.0,2♡,7.0,마음(N),듣(P)
57,발라드,2005.0,986817.0,2♡,19.0,대(N),믿(P)
58,발라드,2005.0,986817.0,2♡,19.0,길(N),믿(P)
59,발라드,2005.0,986817.0,2♡,22.0,사람(N),리(P)
60,발라드,2005.0,986817.0,2♡,26.0,입(N),떨어(P)
61,발라드,2005.0,986817.0,2♡,30.0,손가락(N),하(P)
62,발라드,2005.0,986817.0,2♡,30.0,손가락(N),욕하(P)
63,발라드,2005.0,986817.0,2♡,30.0,일(N),욕하(P)
64,발라드,2005.0,986817.0,2♡,33.0,일(N),다치(P)
65,발라드,2005.0,986817.0,2♡,35.0,이상(N),이러(P)
66,발라드,2005.0,986817.0,2♡,35.0,이상(N),이렇(P)
67,발라드,2005.0,986817.0,2♡,41.0,자신(N),애쓰(P)
68,발라드,2005.0,986817.0,2♡,41.0,위로(N),애쓰(P)
69,발라드,2005.0,986817.0,2♡,42.0,합리(N),시키(P)
70,발라드,2005.0,986817.0,2♡,44.0,문제(N),크(P)
71,발라드,2005.0,986817.0,2♡,44.0,지금(N),크(P)
72,발라드,2005.0,986817.0,2♡,49.0,정확(N),가르(P)
73,발라드,2005.0,986817.0,2♡,49.0,정확(N),살(P)
74,발라드,2005.0,986817.0,2♡,49.0,반(N),가르(P)
