,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio
word,가슴,거리,곁,곳,구름,그날,그때,그리움,기억,길,꽃,꿈,끝,날,남,남자,내일,네,노래,눈,눈물,눈빛,님,달,뒤,때,마,마음,마지막,말,맘,머리,모습,목소리,몸,미소,미안,바다,바람,바보,밤,별,비,빛,사람,사랑,삶,상처,생각,서로,세상,세월,소리,속,손,순간,숨,슬픔,시간,시작,아침,아픔,안,앞,약속,얘기,얼굴,여자,영원,오,오늘,웃음,위,음,이름,이별,이상,이유,이제,인생,일,입술,잠,전,조금,지,지금,집,처음,추억,친구,필요,하늘,하루,해,행복,향기,혼자,후회,힘
year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,0.5945945945945946,0.24324324324324326,0.2702702702702703,0.1891891891891892,0.13513513513513514,0.08108108108108109,0.0,0.05405405405405406,0.02702702702702703,0.21621621621621623,0.24324324324324326,0.5135135135135135,0.16216216216216217,0.32432432432432434,0.10810810810810811,0.0,0.05405405405405406,0.13513513513513514,0.7837837837837838,0.5675675675675675,0.5675675675675675,0.05405405405405406,0.43243243243243246,0.10810810810810811,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.6216216216216216,0.16216216216216217,0.43243243243243246,0.0,0.02702702702702703,0.2702702702702703,0.05405405405405406,0.0,0.05405405405405406,0.0,0.05405405405405406,0.5405405405405406,0.3783783783783784,0.5405405405405406,0.08108108108108109,0.10810810810810811,0.02702702702702703,0.40540540540540543,2.918918918918919,0.02702702702702703,0.08108108108108109,0.5405405405405406,0.0,0.13513513513513514,0.13513513513513514,0.1891891891891892,0.2972972972972973,0.16216216216216217,0.21621621621621623,0.0,0.08108108108108109,0.02702702702702703,0.0,0.05405405405405406,0.02702702702702703,0.0,0.02702702702702703,0.02702702702702703,0.0,0.2702702702702703,0.16216216216216217,0.08108108108108109,0.0,0.2972972972972973,0.08108108108108109,0.08108108108108109,0.0,0.2702702702702703,0.1891891891891892,0.0,0.0,0.35135135135135137,0.10810810810810811,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.16216216216216217,0.02702702702702703,0.05405405405405406,0.13513513513513514,0.0,0.0,0.21621621621621623,0.0,0.0,0.24324324324324326,0.0,0.08108108108108109,0.16216216216216217,0.24324324324324326,0.16216216216216217,0.0,0.02702702702702703
1983,0.6153846153846154,0.0,0.3076923076923077,0.07692307692307693,0.2692307692307692,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.23076923076923078,0.5384615384615384,0.3076923076923077,0.2692307692307692,0.46153846153846156,0.07692307692307693,0.0,0.07692307692307693,0.11538461538461539,0.19230769230769232,0.38461538461538464,0.5384615384615384,0.11538461538461539,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.5384615384615384,0.0,1.3846153846153846,0.0,1.1538461538461537,0.038461538461538464,0.038461538461538464,0.6923076923076923,0.0,0.19230769230769232,0.23076923076923078,0.0,0.038461538461538464,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.11538461538461539,0.4230769230769231,0.5,1.0,3.230769230769231,0.0,0.07692307692307693,0.5769230769230769,0.0,0.46153846153846156,0.0,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.0,0.15384615384615385,0.11538461538461539,0.0,0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.11538461538461539,0.0,0.15384615384615385,0.0,0.07692307692307693,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.3076923076923077,0.15384615384615385,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.0,0.15384615384615385,0.0,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.038461538461538464,0.0,0.0
1984,0.7922077922077922,0.07792207792207792,0.05194805194805195,0.36363636363636365,0.15584415584415584,0.06493506493506493,0.05194805194805195,0.025974025974025976,0.07792207792207792,0.23376623376623376,0.23376623376623376,0.5324675324675324,0.09090909090909091,0.2727272727272727,0.05194805194805195,0.0,0.22077922077922077,0.03896103896103896,0.2077922077922078,0.2597402597402597,0.7792207792207793,0.0,0.36363636363636365,0.025974025974025976,0.1038961038961039,0.36363636363636365,0.0,1.2727272727272727,0.025974025974025976,0.4025974025974026,0.05194805194805195,0.012987012987012988,0.35064935064935066,0.05194805194805195,0.03896103896103896,0.15584415584415584,0.0,0.012987012987012988,0.5584415584415584,0.11688311688311688,0.2597402597402597,0.19480519480519481,0.12987012987012986,0.07792207792207792,0.6103896103896104,2.1818181818181817,0.0,0.11688311688311688,0.2597402597402597,0.025974025974025976,0.1038961038961039,0.2857142857142857,0.2727272727272727,0.5454545454545454,0.06493506493506493,0.11688311688311688,0.05194805194805195,0.22077922077922077,0.2077922077922078,0.07792207792207792,0.1038961038961039,0.05194805194805195,0.025974025974025976,0.025974025974025976,0.18181818181818182,0.05194805194805195,0.14285714285714285,0.16883116883116883,0.14285714285714285,0.05194805194805195,0.19480519480519481,0.025974025974025976,0.06493506493506493,0.03896103896103896,0.09090909090909091,0.23376623376623376,0.07792207792207792,0.0,0.3246753246753247,0.11688311688311688,0.16883116883116883,0.03896103896103896,0.06493506493506493,0.0,0.012987012987012988,0.012987012987012988,0.07792207792207792,0.03896103896103896,0.1038961038961039,0.15584415584415584,0.09090909090909091,0.03896103896103896,0.2857142857142857,0.2727272727272727,0.06493506493506493,0.2077922077922078,0.05194805194805195,0.07792207792207792,0.0,0.0
1985,0.8243243243243243,0.17567567567567569,0.36486486486486486,0.21621621621621623,0.0945945945945946,0.08108108108108109,0.04054054054054054,0.14864864864864866,0.08108108108108109,0.24324324324324326,0.0945945945945946,0.2702702702702703,0.05405405405405406,0.25675675675675674,0.0945945945945946,0.0,0.13513513513513514,0.17567567567567569,0.3108108108108108,0.21621621621621623,0.527027027027027,0.06756756756756757,0.5135135135135135,0.0,0.13513513513513514,0.13513513513513514,0.013513513513513514,1.1081081081081081,0.02702702702702703,0.7297297297297297,0.06756756756756757,0.06756756756756757,0.24324324324324326,0.013513513513513514,0.02702702702702703,0.04054054054054054,0.02702702702702703,0.04054054054054054,0.7162162162162162,0.06756756756756757,0.5675675675675675,0.20270270270270271,0.3918918918918919,0.04054054054054054,0.5,3.5405405405405403,0.02702702702702703,0.05405405405405406,0.36486486486486486,0.05405405405405406,0.21621621621621623,0.22972972972972974,0.10810810810810811,0.32432432432432434,0.10810810810810811,0.05405405405405406,0.0,0.22972972972972974,0.0945945945945946,0.05405405405405406,0.05405405405405406,0.24324324324324326,0.0,0.0945945945945946,0.06756756756756757,0.13513513513513514,0.0945945945945946,0.06756756756756757,0.04054054054054054,0.06756756756756757,0.2702702702702703,0.0945945945945946,0.05405405405405406,0.35135135135135137,0.10810810810810811,0.16216216216216217,0.13513513513513514,0.013513513513513514,0.43243243243243246,0.12162162162162163,0.08108108108108109,0.0,0.25675675675675674,0.10810810810810811,0.13513513513513514,0.08108108108108109,0.0945945945945946,0.02702702702702703,0.04054054054054054,0.32432432432432434,0.28378378378378377,0.0,0.20270270270270271,0.013513513513513514,0.06756756756756757,0.22972972972972974,0.05405405405405406,0.16216216216216217,0.04054054054054054,0.05405405405405406
1986,0.6395348837209303,0.16279069767441862,0.29069767441860467,0.20930232558139536,0.05813953488372093,0.046511627906976744,0.11627906976744186,0.1511627906976744,0.05813953488372093,0.1511627906976744,0.08139534883720931,0.46511627906976744,0.05813953488372093,0.36046511627906974,0.08139534883720931,0.011627906976744186,0.03488372093023256,0.10465116279069768,0.20930232558139536,0.313953488372093,0.5232558139534884,0.09302325581395349,0.19767441860465115,0.03488372093023256,0.023255813953488372,0.23255813953488372,0.0,0.9302325581395349,0.023255813953488372,0.5581395348837209,0.03488372093023256,0.0,0.4069767441860465,0.05813953488372093,0.023255813953488372,0.046511627906976744,0.0,0.10465116279069768,0.26744186046511625,0.023255813953488372,0.5232558139534884,0.27906976744186046,0.11627906976744186,0.1511627906976744,0.5,2.953488372093023,0.0,0.023255813953488372,0.29069767441860467,0.11627906976744186,0.23255813953488372,0.13953488372093023,0.18604651162790697,0.36046511627906974,0.2441860465116279,0.19767441860465115,0.0,0.3488372093023256,0.1511627906976744,0.0,0.046511627906976744,0.11627906976744186,0.0,0.03488372093023256,0.046511627906976744,0.11627906976744186,0.16279069767441862,0.0,0.10465116279069768,0.09302325581395349,0.16279069767441862,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.08139534883720931,0.1744186046511628,0.046511627906976744,0.011627906976744186,0.46511627906976744,0.09302325581395349,0.23255813953488372,0.05813953488372093,0.08139534883720931,0.0,0.023255813953488372,0.06976744186046512,0.19767441860465115,0.03488372093023256,0.046511627906976744,0.36046511627906974,0.046511627906976744,0.0,0.32558139534883723,0.05813953488372093,0.06976744186046512,0.09302325581395349,0.06976744186046512,0.1511627906976744,0.10465116279069768,0.0
1987,0.6455696202531646,0.0759493670886076,0.22784810126582278,0.12658227848101267,0.0759493670886076,0.08860759493670886,0.08860759493670886,0.10126582278481013,0.25316455696202533,0.189873417721519,0.12658227848101267,0.5189873417721519,0.0,0.569620253164557,0.0379746835443038,0.02531645569620253,0.11392405063291139,0.22784810126582278,0.16455696202531644,0.4430379746835443,0.6962025316455697,0.02531645569620253,0.13924050632911392,0.05063291139240506,0.02531645569620253,0.35443037974683544,0.05063291139240506,1.0886075949367089,0.06329113924050633,0.7848101265822784,0.08860759493670886,0.02531645569620253,0.6075949367088608,0.05063291139240506,0.05063291139240506,0.25316455696202533,0.0,0.05063291139240506,0.31645569620253167,0.012658227848101266,0.620253164556962,0.1518987341772152,0.1518987341772152,0.11392405063291139,0.5949367088607594,2.6455696202531644,0.0,0.02531645569620253,0.5063291139240507,0.06329113924050633,0.10126582278481013,0.3037974683544304,0.17721518987341772,0.4177215189873418,0.13924050632911392,0.11392405063291139,0.0,0.3291139240506329,0.16455696202531644,0.0,0.13924050632911392,0.06329113924050633,0.012658227848101266,0.25316455696202533,0.012658227848101266,0.12658227848101267,0.189873417721519,0.05063291139240506,0.05063291139240506,0.012658227848101266,0.3670886075949367,0.12658227848101267,0.10126582278481013,0.0759493670886076,0.17721518987341772,0.13924050632911392,0.0759493670886076,0.0,0.5443037974683544,0.0759493670886076,0.22784810126582278,0.012658227848101266,0.0379746835443038,0.02531645569620253,0.02531645569620253,0.0379746835443038,0.06329113924050633,0.21518987341772153,0.02531645569620253,0.27848101265822783,0.02531645569620253,0.10126582278481013,0.45569620253164556,0.12658227848101267,0.0,0.11392405063291139,0.05063291139240506,0.12658227848101267,0.06329113924050633,0.0
1988,0.3375,0.375,0.2125,0.2625,0.075,0.0625,0.1375,0.2375,0.25,0.15,0.15,0.1125,0.0625,0.525,0.0375,0.0,0.125,0.2125,0.0875,0.3375,0.3625,0.0625,0.05,0.0375,0.0875,0.3875,0.0625,0.7375,0.1,0.825,0.1,0.0,0.625,0.05,0.0,0.0125,0.0,0.0,0.325,0.0375,0.8375,0.2,0.225,0.0875,0.45,2.4375,0.025,0.025,0.475,0.025,0.3375,0.2,0.1125,0.4375,0.2125,0.1,0.0125,0.375,0.2,0.075,0.1125,0.1875,0.0,0.05,0.025,0.125,0.125,0.0,0.1625,0.1125,0.2625,0.0375,0.0375,0.0875,0.0875,0.2875,0.0375,0.0625,0.525,0.075,0.0875,0.075,0.125,0.0625,0.0125,0.125,0.0375,0.0,0.0875,0.3125,0.1375,0.0875,0.0875,0.125,0.15,0.15,0.0625,0.2,0.05,0.0
1989,0.7380952380952381,0.25,0.25,0.20238095238095238,0.15476190476190477,0.03571428571428571,0.07142857142857142,0.15476190476190477,0.25,0.30952380952380953,0.10714285714285714,0.5952380952380952,0.09523809523809523,0.4523809523809524,0.03571428571428571,0.0,0.17857142857142858,0.14285714285714285,0.20238095238095238,0.44047619047619047,0.5714285714285714,0.16666666666666666,0.0,0.0,0.05952380952380952,0.34523809523809523,0.07142857142857142,1.0119047619047619,0.047619047619047616,0.8095238095238095,0.15476190476190477,0.0,0.4880952380952381,0.05952380952380952,0.023809523809523808,0.10714285714285714,0.0,0.09523809523809523,0.47619047619047616,0.13095238095238096,0.3333333333333333,0.10714285714285714,0.13095238095238096,0.047619047619047616,0.5238095238095238,2.8333333333333335,0.023809523809523808,0.21428571428571427,0.27380952380952384,0.03571428571428571,0.38095238095238093,0.2857142857142857,0.21428571428571427,0.32142857142857145,0.09523809523809523,0.023809523809523808,0.05952380952380952,0.2857142857142857,0.25,0.011904761904761904,0.10714285714285714,0.11904761904761904,0.07142857142857142,0.09523809523809523,0.05952380952380952,0.10714285714285714,0.08333333333333333,0.0,0.0,0.047619047619047616,0.2619047619047619,0.11904761904761904,0.11904761904761904,0.20238095238095238,0.03571428571428571,0.10714285714285714,0.047619047619047616,0.07142857142857142,0.47619047619047616,0.011904761904761904,0.13095238095238096,0.011904761904761904,0.047619047619047616,0.0,0.0,0.03571428571428571,0.08333333333333333,0.0,0.08333333333333333,0.39285714285714285,0.17857142857142858,0.0,0.4880952380952381,0.07142857142857142,0.13095238095238096,0.07142857142857142,0.14285714285714285,0.05952380952380952,0.05952380952380952,0.0
1990,0.6923076923076923,0.19230769230769232,0.10256410256410256,0.2948717948717949,0.1282051282051282,0.16666666666666666,0.11538461538461539,0.2692307692307692,0.2692307692307692,0.3076923076923077,0.11538461538461539,0.28205128205128205,0.07692307692307693,0.48717948717948717,0.02564102564102564,0.01282051282051282,0.0,0.11538461538461539,0.07692307692307693,0.41025641025641024,0.6153846153846154,0.15384615384615385,0.08974358974358974,0.0,0.11538461538461539,0.358974358974359,0.0,0.8589743589743589,0.11538461538461539,0.8333333333333334,0.20512820512820512,0.10256410256410256,0.6666666666666666,0.05128205128205128,0.038461538461538464,0.41025641025641024,0.038461538461538464,0.16666666666666666,0.2948717948717949,0.01282051282051282,0.5128205128205128,0.11538461538461539,0.24358974358974358,0.0,0.8846153846153846,2.128205128205128,0.0,0.05128205128205128,0.5512820512820513,0.038461538461538464,0.3333333333333333,0.15384615384615385,0.21794871794871795,0.46153846153846156,0.20512820512820512,0.0641025641025641,0.0,0.20512820512820512,0.3076923076923077,0.0,0.0641025641025641,0.15384615384615385,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.358974358974359,0.2692307692307692,0.21794871794871795,0.01282051282051282,0.10256410256410256,0.16666666666666666,0.16666666666666666,0.11538461538461539,0.0,0.07692307692307693,0.14102564102564102,0.1794871794871795,0.05128205128205128,0.8974358974358975,0.05128205128205128,0.16666666666666666,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.1282051282051282,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.05128205128205128,0.41025641025641024,0.11538461538461539,0.02564102564102564,0.23076923076923078,0.0,0.02564102564102564,0.10256410256410256,0.07692307692307693,0.16666666666666666,0.038461538461538464,0.0641025641025641
1991,0.5138888888888888,0.1388888888888889,0.4027777777777778,0.20833333333333334,0.06944444444444445,0.19444444444444445,0.08333333333333333,0.2777777777777778,0.4166666666666667,0.16666666666666666,0.09722222222222222,0.3472222222222222,0.05555555555555555,0.4861111111111111,0.0,0.08333333333333333,0.06944444444444445,0.06944444444444445,0.2916666666666667,0.3194444444444444,0.625,0.1527777777777778,0.0,0.0,0.09722222222222222,0.4583333333333333,0.013888888888888888,0.8194444444444444,0.125,0.8333333333333334,0.19444444444444445,0.027777777777777776,0.4861111111111111,0.06944444444444445,0.0,0.20833333333333334,0.041666666666666664,0.0,0.3611111111111111,0.16666666666666666,0.3611111111111111,0.05555555555555555,0.1527777777777778,0.027777777777777776,0.8888888888888888,2.513888888888889,0.05555555555555555,0.0,0.5694444444444444,0.08333333333333333,0.3055555555555556,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.08333333333333333,0.09722222222222222,0.05555555555555555,0.2222222222222222,0.4027777777777778,0.0,0.3611111111111111,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.06944444444444445,0.2777777777777778,0.125,0.18055555555555555,0.125,0.05555555555555555,0.18055555555555555,0.16666666666666666,0.09722222222222222,0.013888888888888888,0.2361111111111111,0.6805555555555556,0.041666666666666664,0.05555555555555555,0.8194444444444444,0.08333333333333333,0.05555555555555555,0.013888888888888888,0.06944444444444445,0.013888888888888888,0.0,0.08333333333333333,0.16666666666666666,0.013888888888888888,0.06944444444444445,0.2638888888888889,0.16666666666666666,0.125,0.2638888888888889,0.16666666666666666,0.0,0.20833333333333334,0.125,0.2638888888888889,0.06944444444444445,0.0
1992,0.32432432432432434,0.22972972972972974,0.32432432432432434,0.21621621621621623,0.0,0.0,0.13513513513513514,0.17567567567567569,0.3918918918918919,0.16216216216216217,0.08108108108108109,0.3918918918918919,0.02702702702702703,0.6486486486486487,0.06756756756756757,0.12162162162162163,0.1891891891891892,0.12162162162162163,0.25675675675675674,0.2702702702702703,0.36486486486486486,0.22972972972972974,0.0,0.02702702702702703,0.0945945945945946,0.35135135135135137,0.013513513513513514,1.0810810810810811,0.16216216216216217,1.135135135135135,0.0945945945945946,0.06756756756756757,1.054054054054054,0.06756756756756757,0.02702702702702703,0.2972972972972973,0.0,0.013513513513513514,0.21621621621621623,0.0,0.3918918918918919,0.0,0.35135135135135137,0.12162162162162163,0.527027027027027,2.689189189189189,0.06756756756756757,0.05405405405405406,0.40540540540540543,0.16216216216216217,0.3918918918918919,0.20270270270270271,0.08108108108108109,0.7162162162162162,0.1891891891891892,0.14864864864864866,0.08108108108108109,0.2702702702702703,0.4594594594594595,0.0,0.06756756756756757,0.24324324324324326,0.02702702702702703,0.04054054054054054,0.12162162162162163,0.32432432432432434,0.25675675675675674,0.05405405405405406,0.13513513513513514,0.14864864864864866,0.1891891891891892,0.08108108108108109,0.08108108108108109,0.05405405405405406,0.08108108108108109,0.3918918918918919,0.0945945945945946,0.12162162162162163,0.8783783783783784,0.013513513513513514,0.16216216216216217,0.04054054054054054,0.10810810810810811,0.013513513513513514,0.0,0.06756756756756757,0.17567567567567569,0.04054054054054054,0.24324324324324326,0.2702702702702703,0.05405405405405406,0.25675675675675674,0.13513513513513514,0.25675675675675674,0.05405405405405406,0.05405405405405406,0.0945945945945946,0.08108108108108109,0.17567567567567569,0.10810810810810811
1993,0.3684210526315789,0.09210526315789473,0.35526315789473684,0.17105263157894737,0.039473684210526314,0.11842105263157894,0.15789473684210525,0.07894736842105263,0.23684210526315788,0.47368421052631576,0.013157894736842105,0.39473684210526316,0.17105263157894737,0.5657894736842105,0.039473684210526314,0.039473684210526314,0.07894736842105263,0.02631578947368421,0.19736842105263158,0.32894736842105265,0.5394736842105263,0.25,0.0,0.0,0.11842105263157894,0.5263157894736842,0.06578947368421052,0.631578947368421,0.11842105263157894,0.868421052631579,0.23684210526315788,0.05263157894736842,1.0394736842105263,0.039473684210526314,0.02631578947368421,0.3684210526315789,0.02631578947368421,0.02631578947368421,0.039473684210526314,0.0,0.23684210526315788,0.11842105263157894,0.14473684210526316,0.13157894736842105,0.5789473684210527,2.4210526315789473,0.07894736842105263,0.07894736842105263,0.42105263157894735,0.15789473684210525,0.7236842105263158,0.11842105263157894,0.02631578947368421,0.631578947368421,0.09210526315789473,0.15789473684210525,0.07894736842105263,0.21052631578947367,0.39473684210526316,0.2236842105263158,0.05263157894736842,0.13157894736842105,0.06578947368421052,0.27631578947368424,0.11842105263157894,0.19736842105263158,0.2631578947368421,0.15789473684210525,0.02631578947368421,0.013157894736842105,0.15789473684210525,0.11842105263157894,0.11842105263157894,0.0,0.06578947368421052,0.3815789473684211,0.02631578947368421,0.17105263157894737,0.9473684210526315,0.10526315789473684,0.17105263157894737,0.013157894736842105,0.039473684210526314,0.07894736842105263,0.10526315789473684,0.05263157894736842,0.18421052631578946,0.0,0.2236842105263158,0.19736842105263158,0.35526315789473684,0.35526315789473684,0.39473684210526316,0.2236842105263158,0.05263157894736842,0.13157894736842105,0.06578947368421052,0.13157894736842105,0.27631578947368424,0.013157894736842105
1994,0.21686746987951808,0.10843373493975904,0.39759036144578314,0.27710843373493976,0.04819277108433735,0.1566265060240964,0.0963855421686747,0.25301204819277107,0.3493975903614458,0.26506024096385544,0.060240963855421686,0.40963855421686746,0.13253012048192772,0.8554216867469879,0.03614457831325301,0.07228915662650602,0.0963855421686747,0.04819277108433735,0.13253012048192772,0.3132530120481928,0.46987951807228917,0.08433734939759036,0.024096385542168676,0.2289156626506024,0.12048192771084337,0.6144578313253012,0.04819277108433735,1.0,0.10843373493975904,1.3012048192771084,0.1927710843373494,0.04819277108433735,0.6987951807228916,0.08433734939759036,0.060240963855421686,0.2289156626506024,0.04819277108433735,0.060240963855421686,0.03614457831325301,0.024096385542168676,0.08433734939759036,0.04819277108433735,0.1566265060240964,0.04819277108433735,0.4457831325301205,2.072289156626506,0.060240963855421686,0.0963855421686747,0.7831325301204819,0.20481927710843373,0.5903614457831325,0.012048192771084338,0.0963855421686747,0.5662650602409639,0.12048192771084337,0.26506024096385544,0.012048192771084338,0.12048192771084337,0.2891566265060241,0.13253012048192772,0.13253012048192772,0.25301204819277107,0.04819277108433735,0.1927710843373494,0.07228915662650602,0.3614457831325301,0.13253012048192772,0.07228915662650602,0.13253012048192772,0.012048192771084338,0.24096385542168675,0.04819277108433735,0.1927710843373494,0.04819277108433735,0.07228915662650602,0.14457831325301204,0.25301204819277107,0.1566265060240964,0.9036144578313253,0.03614457831325301,0.24096385542168675,0.0,0.07228915662650602,0.0963855421686747,0.10843373493975904,0.10843373493975904,0.1566265060240964,0.060240963855421686,0.4457831325301205,0.2289156626506024,0.3132530120481928,0.10843373493975904,0.21686746987951808,0.12048192771084337,0.07228915662650602,0.14457831325301204,0.12048192771084337,0.30120481927710846,0.10843373493975904,0.1927710843373494
1995,0.19753086419753085,0.06172839506172839,0.2839506172839506,0.18518518518518517,0.037037037037037035,0.09876543209876543,0.24691358024691357,0.08641975308641975,0.49382716049382713,0.1728395061728395,0.024691358024691357,0.7901234567901234,0.24691358024691357,1.0246913580246915,0.09876543209876543,0.09876543209876543,0.16049382716049382,0.0,0.14814814814814814,0.5061728395061729,0.6666666666666666,0.1111111111111111,0.037037037037037035,0.0,0.2345679012345679,0.5925925925925926,0.25925925925925924,0.6666666666666666,0.19753086419753085,1.0,0.32098765432098764,0.09876543209876543,0.6172839506172839,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.06172839506172839,0.0,0.1728395061728395,0.012345679012345678,0.2716049382716049,0.012345679012345678,0.1728395061728395,0.012345679012345678,0.691358024691358,2.5308641975308643,0.13580246913580246,0.04938271604938271,0.6666666666666666,0.09876543209876543,0.8641975308641975,0.07407407407407407,0.07407407407407407,0.7037037037037037,0.13580246913580246,0.2716049382716049,0.08641975308641975,0.2222222222222222,0.4074074074074074,0.20987654320987653,0.1111111111111111,0.18518518518518517,0.09876543209876543,0.2222222222222222,0.12345679012345678,0.18518518518518517,0.08641975308641975,0.2222222222222222,0.13580246913580246,0.024691358024691357,0.345679012345679,0.024691358024691357,0.1728395061728395,0.024691358024691357,0.20987654320987653,0.5555555555555556,0.25925925925925924,0.08641975308641975,0.8641975308641975,0.04938271604938271,0.32098765432098764,0.024691358024691357,0.024691358024691357,0.09876543209876543,0.1111111111111111,0.04938271604938271,0.25925925925925924,0.037037037037037035,0.2716049382716049,0.2222222222222222,0.5925925925925926,0.14814814814814814,0.20987654320987653,0.09876543209876543,0.07407407407407407,0.19753086419753085,0.07407407407407407,0.2222222222222222,0.04938271604938271,0.25925925925925924
1996,0.1978021978021978,0.06593406593406594,0.5274725274725275,0.3076923076923077,0.01098901098901099,0.06593406593406594,0.17582417582417584,0.04395604395604396,0.46153846153846156,0.18681318681318682,0.0,0.2857142857142857,0.31868131868131866,0.978021978021978,0.0989010989010989,0.10989010989010989,0.054945054945054944,0.01098901098901099,0.10989010989010989,0.5164835164835165,0.45054945054945056,0.08791208791208792,0.06593406593406594,0.02197802197802198,0.12087912087912088,0.7032967032967034,0.2087912087912088,0.7802197802197802,0.24175824175824176,1.5714285714285714,0.15384615384615385,0.03296703296703297,0.6043956043956044,0.03296703296703297,0.10989010989010989,0.07692307692307693,0.23076923076923078,0.08791208791208792,0.054945054945054944,0.054945054945054944,0.26373626373626374,0.01098901098901099,0.03296703296703297,0.10989010989010989,0.5054945054945055,2.9450549450549453,0.14285714285714285,0.06593406593406594,0.4835164835164835,0.17582417582417584,0.7472527472527473,0.054945054945054944,0.21978021978021978,0.5274725274725275,0.054945054945054944,0.23076923076923078,0.10989010989010989,0.10989010989010989,0.4175824175824176,0.15384615384615385,0.16483516483516483,0.12087912087912088,0.07692307692307693,0.21978021978021978,0.26373626373626374,0.31868131868131866,0.0989010989010989,0.16483516483516483,0.08791208791208792,0.08791208791208792,0.38461538461538464,0.04395604395604396,0.04395604395604396,0.0,0.13186813186813187,0.24175824175824176,0.15384615384615385,0.12087912087912088,1.010989010989011,0.13186813186813187,0.45054945054945056,0.054945054945054944,0.0989010989010989,0.13186813186813187,0.16483516483516483,0.08791208791208792,0.2087912087912088,0.06593406593406594,0.3626373626373626,0.14285714285714285,0.3626373626373626,0.1978021978021978,0.38461538461538464,0.17582417582417584,0.07692307692307693,0.4835164835164835,0.0,0.46153846153846156,0.18681318681318682,0.2087912087912088
