,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio
word,가슴,거리,곁,곳,구름,그날,그때,그리움,기억,길,꽃,꿈,끝,날,남,남자,내일,네,노래,눈,눈물,눈빛,님,달,뒤,때,마,마음,마지막,말,맘,머리,모습,목소리,몸,미소,미안,바다,바람,바보,밤,별,비,빛,사람,사랑,삶,상처,생각,서로,세상,세월,소리,속,손,순간,숨,슬픔,시간,시작,아침,아픔,안,앞,약속,얘기,얼굴,여자,영원,오,오늘,웃음,위,음,이름,이별,이상,이유,이제,인생,일,입술,잠,전,조금,지,지금,집,처음,추억,친구,필요,하늘,하루,해,행복,향기,혼자,후회,힘
year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,0.422680412371134,0.041237113402061855,0.5257731958762887,0.20618556701030927,0.020618556701030927,0.08247422680412371,0.3402061855670103,0.061855670103092786,0.5463917525773195,0.36082474226804123,0.08247422680412371,0.4020618556701031,0.21649484536082475,0.8969072164948454,0.09278350515463918,0.21649484536082475,0.05154639175257732,0.0,0.18556701030927836,0.4536082474226804,0.5567010309278351,0.17525773195876287,0.0,0.0,0.17525773195876287,0.7422680412371134,0.061855670103092786,0.8041237113402062,0.2268041237113402,1.2783505154639174,0.24742268041237114,0.12371134020618557,0.8247422680412371,0.061855670103092786,0.041237113402061855,0.09278350515463918,0.14432989690721648,0.2268041237113402,0.030927835051546393,0.15463917525773196,0.16494845360824742,0.08247422680412371,0.14432989690721648,0.05154639175257732,0.8247422680412371,3.11340206185567,0.21649484536082475,0.14432989690721648,0.6391752577319587,0.041237113402061855,0.8762886597938144,0.10309278350515463,0.061855670103092786,0.3402061855670103,0.10309278350515463,0.08247422680412371,0.061855670103092786,0.13402061855670103,0.4329896907216495,0.1134020618556701,0.10309278350515463,0.17525773195876287,0.16494845360824742,0.38144329896907214,0.1958762886597938,0.30927835051546393,0.1134020618556701,0.2268041237113402,0.1134020618556701,0.13402061855670103,0.23711340206185566,0.08247422680412371,0.10309278350515463,0.08247422680412371,0.061855670103092786,0.25773195876288657,0.20618556701030927,0.23711340206185566,1.0206185567010309,0.08247422680412371,0.1958762886597938,0.07216494845360824,0.041237113402061855,0.07216494845360824,0.16494845360824742,0.05154639175257732,0.15463917525773196,0.061855670103092786,0.14432989690721648,0.2268041237113402,0.27835051546391754,0.32989690721649484,0.32989690721649484,0.17525773195876287,0.05154639175257732,0.27835051546391754,0.030927835051546393,0.3711340206185567,0.23711340206185566,0.09278350515463918
1998,0.35051546391752575,0.10309278350515463,0.4329896907216495,0.29896907216494845,0.041237113402061855,0.05154639175257732,0.1958762886597938,0.10309278350515463,0.4020618556701031,0.26804123711340205,0.05154639175257732,0.4742268041237113,0.26804123711340205,1.1649484536082475,0.020618556701030927,0.10309278350515463,0.08247422680412371,0.030927835051546393,0.35051546391752575,0.5154639175257731,0.5154639175257731,0.07216494845360824,0.0,0.0,0.10309278350515463,0.7319587628865979,0.09278350515463918,0.5360824742268041,0.26804123711340205,1.1855670103092784,0.21649484536082475,0.010309278350515464,0.5876288659793815,0.05154639175257732,0.16494845360824742,0.1958762886597938,0.2268041237113402,0.16494845360824742,0.14432989690721648,0.030927835051546393,0.23711340206185566,0.05154639175257732,0.14432989690721648,0.09278350515463918,0.5670103092783505,3.329896907216495,0.05154639175257732,0.08247422680412371,0.4329896907216495,0.10309278350515463,0.7731958762886598,0.061855670103092786,0.041237113402061855,0.38144329896907214,0.25773195876288657,0.21649484536082475,0.13402061855670103,0.24742268041237114,0.4329896907216495,0.17525773195876287,0.09278350515463918,0.21649484536082475,0.26804123711340205,0.29896907216494845,0.21649484536082475,0.2268041237113402,0.08247422680412371,0.14432989690721648,0.09278350515463918,0.061855670103092786,0.31958762886597936,0.09278350515463918,0.10309278350515463,0.07216494845360824,0.030927835051546393,0.26804123711340205,0.18556701030927836,0.16494845360824742,0.6288659793814433,0.030927835051546393,0.26804123711340205,0.1134020618556701,0.10309278350515463,0.061855670103092786,0.2268041237113402,0.10309278350515463,0.16494845360824742,0.07216494845360824,0.29896907216494845,0.30927835051546393,0.14432989690721648,0.12371134020618557,0.4639175257731959,0.17525773195876287,0.05154639175257732,0.5876288659793815,0.041237113402061855,0.31958762886597936,0.1134020618556701,0.14432989690721648
1999,0.32967032967032966,0.0989010989010989,0.5054945054945055,0.2967032967032967,0.0,0.04395604395604396,0.15384615384615385,0.13186813186813187,0.4175824175824176,0.4065934065934066,0.01098901098901099,0.26373626373626374,0.23076923076923078,0.945054945054945,0.054945054945054944,0.10989010989010989,0.02197802197802198,0.054945054945054944,0.07692307692307693,0.43956043956043955,0.8351648351648352,0.14285714285714285,0.01098901098901099,0.03296703296703297,0.15384615384615385,0.6703296703296703,0.2087912087912088,0.5054945054945055,0.2967032967032967,1.0,0.4945054945054945,0.14285714285714285,0.5934065934065934,0.01098901098901099,0.02197802197802198,0.21978021978021978,0.15384615384615385,0.15384615384615385,0.10989010989010989,0.14285714285714285,0.2087912087912088,0.02197802197802198,0.054945054945054944,0.04395604395604396,0.6593406593406593,3.5494505494505493,0.06593406593406594,0.15384615384615385,0.5604395604395604,0.04395604395604396,0.7362637362637363,0.07692307692307693,0.06593406593406594,0.4835164835164835,0.1978021978021978,0.18681318681318682,0.08791208791208792,0.25274725274725274,0.4175824175824176,0.13186813186813187,0.10989010989010989,0.16483516483516483,0.08791208791208792,0.10989010989010989,0.12087912087912088,0.21978021978021978,0.0989010989010989,0.07692307692307693,0.17582417582417584,0.0989010989010989,0.17582417582417584,0.03296703296703297,0.02197802197802198,0.03296703296703297,0.06593406593406594,0.25274725274725274,0.32967032967032966,0.2087912087912088,1.098901098901099,0.04395604395604396,0.24175824175824176,0.054945054945054944,0.08791208791208792,0.0989010989010989,0.21978021978021978,0.15384615384615385,0.2857142857142857,0.08791208791208792,0.18681318681318682,0.24175824175824176,0.14285714285714285,0.12087912087912088,0.32967032967032966,0.13186813186813187,0.03296703296703297,1.0,0.12087912087912088,0.2087912087912088,0.25274725274725274,0.25274725274725274
2000,0.30927835051546393,0.1134020618556701,0.32989690721649484,0.36082474226804123,0.010309278350515464,0.05154639175257732,0.08247422680412371,0.05154639175257732,0.3402061855670103,0.08247422680412371,0.041237113402061855,0.31958762886597936,0.1958762886597938,0.9484536082474226,0.041237113402061855,0.20618556701030927,0.030927835051546393,0.010309278350515464,0.20618556701030927,0.3402061855670103,0.4020618556701031,0.15463917525773196,0.0,0.010309278350515464,0.10309278350515463,0.4020618556701031,0.20618556701030927,0.4742268041237113,0.16494845360824742,1.1030927835051547,0.35051546391752575,0.030927835051546393,0.5876288659793815,0.16494845360824742,0.030927835051546393,0.13402061855670103,0.15463917525773196,0.030927835051546393,0.09278350515463918,0.10309278350515463,0.23711340206185566,0.041237113402061855,0.05154639175257732,0.041237113402061855,0.44329896907216493,3.1443298969072164,0.14432989690721648,0.10309278350515463,0.4020618556701031,0.061855670103092786,0.9278350515463918,0.0,0.16494845360824742,0.4742268041237113,0.24742268041237114,0.1958762886597938,0.13402061855670103,0.1134020618556701,0.36082474226804123,0.14432989690721648,0.08247422680412371,0.13402061855670103,0.20618556701030927,0.27835051546391754,0.12371134020618557,0.29896907216494845,0.13402061855670103,0.36082474226804123,0.16494845360824742,0.12371134020618557,0.31958762886597936,0.020618556701030927,0.061855670103092786,0.041237113402061855,0.13402061855670103,0.20618556701030927,0.20618556701030927,0.17525773195876287,0.7835051546391752,0.12371134020618557,0.31958762886597936,0.020618556701030927,0.041237113402061855,0.14432989690721648,0.27835051546391754,0.030927835051546393,0.13402061855670103,0.061855670103092786,0.38144329896907214,0.13402061855670103,0.18556701030927836,0.10309278350515463,0.28865979381443296,0.1958762886597938,0.14432989690721648,0.4948453608247423,0.061855670103092786,0.10309278350515463,0.18556701030927836,0.10309278350515463
2001,0.2553191489361702,0.031914893617021274,0.4787234042553192,0.26595744680851063,0.02127659574468085,0.07446808510638298,0.2978723404255319,0.031914893617021274,0.32978723404255317,0.30851063829787234,0.0851063829787234,0.2978723404255319,0.5531914893617021,1.2234042553191489,0.0851063829787234,0.07446808510638298,0.05319148936170213,0.05319148936170213,0.06382978723404255,0.46808510638297873,0.8191489361702128,0.07446808510638298,0.0,0.010638297872340425,0.1595744680851064,0.648936170212766,0.22340425531914893,0.7446808510638298,0.1595744680851064,0.9893617021276596,0.6063829787234043,0.02127659574468085,0.5531914893617021,0.010638297872340425,0.010638297872340425,0.13829787234042554,0.23404255319148937,0.010638297872340425,0.1595744680851064,0.20212765957446807,0.22340425531914893,0.09574468085106383,0.1276595744680851,0.0425531914893617,0.6063829787234043,3.4148936170212765,0.22340425531914893,0.1276595744680851,0.574468085106383,0.05319148936170213,0.8191489361702128,0.031914893617021274,0.0851063829787234,0.5851063829787234,0.10638297872340426,0.19148936170212766,0.05319148936170213,0.11702127659574468,0.2872340425531915,0.14893617021276595,0.09574468085106383,0.09574468085106383,0.18085106382978725,0.1595744680851064,0.13829787234042554,0.18085106382978725,0.1276595744680851,0.1595744680851064,0.14893617021276595,0.010638297872340425,0.3404255319148936,0.0425531914893617,0.14893617021276595,0.06382978723404255,0.0425531914893617,0.2553191489361702,0.19148936170212766,0.09574468085106383,0.8723404255319149,0.11702127659574468,0.30851063829787234,0.06382978723404255,0.02127659574468085,0.0851063829787234,0.0851063829787234,0.13829787234042554,0.19148936170212766,0.031914893617021274,0.32978723404255317,0.3191489361702128,0.1595744680851064,0.1702127659574468,0.2765957446808511,0.22340425531914893,0.0851063829787234,0.7340425531914894,0.010638297872340425,0.39361702127659576,0.20212765957446807,0.10638297872340426
2002,0.37373737373737376,0.030303030303030304,0.48484848484848486,0.45454545454545453,0.04040404040404041,0.12121212121212122,0.24242424242424243,0.0707070707070707,0.36363636363636365,0.20202020202020202,0.020202020202020204,0.2828282828282828,0.18181818181818182,0.9090909090909091,0.06060606060606061,0.35353535353535354,0.12121212121212122,0.0,0.0707070707070707,0.4444444444444444,0.7676767676767676,0.1111111111111111,0.0,0.010101010101010102,0.18181818181818182,0.47474747474747475,0.1717171717171717,0.5555555555555556,0.20202020202020202,1.6363636363636365,0.5656565656565656,0.1111111111111111,0.6767676767676768,0.10101010101010101,0.15151515151515152,0.15151515151515152,0.25252525252525254,0.08080808080808081,0.08080808080808081,0.1717171717171717,0.1717171717171717,0.08080808080808081,0.1111111111111111,0.09090909090909091,0.8484848484848485,3.080808080808081,0.1111111111111111,0.16161616161616163,0.4444444444444444,0.0707070707070707,0.45454545454545453,0.030303030303030304,0.24242424242424243,0.4444444444444444,0.23232323232323232,0.21212121212121213,0.08080808080808081,0.1414141414141414,0.45454545454545453,0.1717171717171717,0.04040404040404041,0.09090909090909091,0.10101010101010101,0.12121212121212122,0.15151515151515152,0.1919191919191919,0.10101010101010101,0.09090909090909091,0.20202020202020202,0.010101010101010102,0.26262626262626265,0.04040404040404041,0.0707070707070707,0.0,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.050505050505050504,0.8585858585858586,0.16161616161616163,0.21212121212121213,0.12121212121212122,0.0707070707070707,0.050505050505050504,0.1717171717171717,0.0707070707070707,0.21212121212121213,0.1414141414141414,0.24242424242424243,0.26262626262626265,0.15151515151515152,0.10101010101010101,0.18181818181818182,0.29292929292929293,0.04040404040404041,0.6868686868686869,0.08080808080808081,0.16161616161616163,0.16161616161616163,0.09090909090909091
2003,0.3645833333333333,0.13541666666666666,0.4583333333333333,0.3645833333333333,0.0625,0.10416666666666667,0.22916666666666666,0.03125,0.4895833333333333,0.3125,0.07291666666666667,0.3541666666666667,0.3854166666666667,1.2604166666666667,0.0625,0.22916666666666666,0.0625,0.010416666666666666,0.13541666666666666,0.3854166666666667,0.7604166666666666,0.11458333333333333,0.0625,0.07291666666666667,0.25,0.6458333333333334,0.14583333333333334,0.6041666666666666,0.19791666666666666,1.4479166666666667,0.78125,0.0625,0.3854166666666667,0.10416666666666667,0.14583333333333334,0.15625,0.19791666666666666,0.0625,0.13541666666666666,0.3020833333333333,0.3333333333333333,0.0625,0.15625,0.13541666666666666,0.9270833333333334,3.25,0.16666666666666666,0.16666666666666666,0.6041666666666666,0.010416666666666666,0.4479166666666667,0.03125,0.10416666666666667,0.4895833333333333,0.28125,0.2708333333333333,0.125,0.15625,0.5208333333333334,0.125,0.07291666666666667,0.11458333333333333,0.15625,0.17708333333333334,0.1875,0.3020833333333333,0.22916666666666666,0.19791666666666666,0.09375,0.16666666666666666,0.3333333333333333,0.125,0.3958333333333333,0.041666666666666664,0.20833333333333334,0.22916666666666666,0.14583333333333334,0.08333333333333333,0.5416666666666666,0.07291666666666667,0.21875,0.09375,0.0625,0.17708333333333334,0.2916666666666667,0.052083333333333336,0.09375,0.041666666666666664,0.15625,0.1875,0.125,0.15625,0.3854166666666667,0.21875,0.03125,0.5,0.010416666666666666,0.1875,0.052083333333333336,0.14583333333333334
2004,0.6122448979591837,0.05102040816326531,0.37755102040816324,0.19387755102040816,0.08163265306122448,0.09183673469387756,0.19387755102040816,0.05102040816326531,0.3163265306122449,0.16326530612244897,0.09183673469387756,0.40816326530612246,0.23469387755102042,0.9285714285714286,0.05102040816326531,0.29591836734693877,0.1836734693877551,0.030612244897959183,0.24489795918367346,0.5408163265306123,0.5204081632653061,0.1326530612244898,0.030612244897959183,0.05102040816326531,0.19387755102040816,0.7142857142857143,0.09183673469387756,0.5918367346938775,0.11224489795918367,1.5918367346938775,0.7959183673469388,0.09183673469387756,0.30612244897959184,0.10204081632653061,0.12244897959183673,0.14285714285714285,0.2857142857142857,0.11224489795918367,0.09183673469387756,0.24489795918367346,0.30612244897959184,0.10204081632653061,0.05102040816326531,0.10204081632653061,0.8367346938775511,3.5714285714285716,0.11224489795918367,0.10204081632653061,0.3877551020408163,0.02040816326530612,0.3979591836734694,0.15306122448979592,0.11224489795918367,0.5,0.32653061224489793,0.25510204081632654,0.17346938775510204,0.11224489795918367,0.3163265306122449,0.17346938775510204,0.12244897959183673,0.16326530612244897,0.2653061224489796,0.21428571428571427,0.11224489795918367,0.22448979591836735,0.11224489795918367,0.25510204081632654,0.2857142857142857,0.0,0.5612244897959183,0.12244897959183673,0.10204081632653061,0.04081632653061224,0.16326530612244897,0.24489795918367346,0.22448979591836735,0.1326530612244898,0.7346938775510204,0.1836734693877551,0.45918367346938777,0.05102040816326531,0.1326530612244898,0.12244897959183673,0.17346938775510204,0.04081632653061224,0.1836734693877551,0.061224489795918366,0.21428571428571427,0.3469387755102041,0.24489795918367346,0.11224489795918367,0.3673469387755102,0.45918367346938777,0.10204081632653061,0.7448979591836735,0.17346938775510204,0.16326530612244897,0.2857142857142857,0.19387755102040816
2005,0.6060606060606061,0.12121212121212122,0.4444444444444444,0.23232323232323232,0.020202020202020204,0.06060606060606061,0.12121212121212122,0.10101010101010101,0.7070707070707071,0.25252525252525254,0.12121212121212122,0.40404040404040403,0.18181818181818182,1.1515151515151516,0.050505050505050504,0.1919191919191919,0.06060606060606061,0.0,0.1414141414141414,0.8080808080808081,0.98989898989899,0.12121212121212122,0.0,0.010101010101010102,0.09090909090909091,0.5858585858585859,0.13131313131313133,0.6262626262626263,0.2222222222222222,1.7777777777777777,0.6262626262626263,0.10101010101010101,0.32323232323232326,0.10101010101010101,0.0707070707070707,0.15151515151515152,0.29292929292929293,0.04040404040404041,0.10101010101010101,0.23232323232323232,0.35353535353535354,0.10101010101010101,0.010101010101010102,0.06060606060606061,1.0101010101010102,4.101010101010101,0.18181818181818182,0.09090909090909091,0.41414141414141414,0.10101010101010101,0.6262626262626263,0.0707070707070707,0.13131313131313133,0.46464646464646464,0.40404040404040403,0.1717171717171717,0.18181818181818182,0.1414141414141414,0.43434343434343436,0.13131313131313133,0.0707070707070707,0.13131313131313133,0.15151515151515152,0.21212121212121213,0.1414141414141414,0.1919191919191919,0.1111111111111111,0.26262626262626265,0.06060606060606061,0.010101010101010102,0.37373737373737376,0.09090909090909091,0.0707070707070707,0.020202020202020204,0.1111111111111111,0.26262626262626265,0.1919191919191919,0.04040404040404041,0.9090909090909091,0.08080808080808081,0.45454545454545453,0.09090909090909091,0.10101010101010101,0.0707070707070707,0.23232323232323232,0.06060606060606061,0.08080808080808081,0.04040404040404041,0.18181818181818182,0.3434343434343434,0.13131313131313133,0.0707070707070707,0.24242424242424243,0.3838383838383838,0.04040404040404041,0.6262626262626263,0.10101010101010101,0.37373737373737376,0.1919191919191919,0.1717171717171717
2006,1.2421052631578948,0.16842105263157894,0.29473684210526313,0.2631578947368421,0.0,0.07368421052631578,0.08421052631578947,0.09473684210526316,0.5789473684210527,0.12631578947368421,0.010526315789473684,0.23157894736842105,0.30526315789473685,1.0421052631578946,0.042105263157894736,0.3473684210526316,0.12631578947368421,0.021052631578947368,0.05263157894736842,0.49473684210526314,1.0315789473684212,0.05263157894736842,0.0,0.031578947368421054,0.07368421052631578,0.6947368421052632,0.3368421052631579,0.9157894736842105,0.15789473684210525,1.5157894736842106,0.6631578947368421,0.09473684210526316,0.30526315789473685,0.12631578947368421,0.08421052631578947,0.11578947368421053,0.22105263157894736,0.042105263157894736,0.25263157894736843,0.28421052631578947,0.24210526315789474,0.07368421052631578,0.16842105263157894,0.042105263157894736,0.8526315789473684,4.936842105263158,0.25263157894736843,0.17894736842105263,0.3368421052631579,0.021052631578947368,0.6736842105263158,0.021052631578947368,0.11578947368421053,0.4105263157894737,0.24210526315789474,0.15789473684210525,0.22105263157894736,0.15789473684210525,0.18947368421052632,0.1368421052631579,0.031578947368421054,0.06315789473684211,0.23157894736842105,0.17894736842105263,0.12631578947368421,0.14736842105263157,0.18947368421052632,0.37894736842105264,0.06315789473684211,0.031578947368421054,0.43157894736842106,0.06315789473684211,0.08421052631578947,0.0,0.3263157894736842,0.631578947368421,0.05263157894736842,0.1368421052631579,0.7368421052631579,0.021052631578947368,0.4105263157894737,0.14736842105263157,0.042105263157894736,0.11578947368421053,0.12631578947368421,0.08421052631578947,0.06315789473684211,0.05263157894736842,0.28421052631578947,0.5157894736842106,0.06315789473684211,0.042105263157894736,0.23157894736842105,0.29473684210526313,0.021052631578947368,0.5684210526315789,0.07368421052631578,0.5473684210526316,0.11578947368421053,0.18947368421052632
2007,1.0210526315789474,0.05263157894736842,0.4631578947368421,0.16842105263157894,0.07368421052631578,0.07368421052631578,0.12631578947368421,0.16842105263157894,0.45263157894736844,0.4105263157894737,0.021052631578947368,0.37894736842105264,0.28421052631578947,0.9052631578947369,0.05263157894736842,0.22105263157894736,0.12631578947368421,0.07368421052631578,0.25263157894736843,0.7263157894736842,1.231578947368421,0.08421052631578947,0.09473684210526316,0.042105263157894736,0.14736842105263157,0.6842105263157895,0.07368421052631578,0.5789473684210527,0.14736842105263157,2.0526315789473686,0.6421052631578947,0.08421052631578947,0.29473684210526313,0.08421052631578947,0.2,0.10526315789473684,0.3157894736842105,0.09473684210526316,0.16842105263157894,0.3368421052631579,0.45263157894736844,0.042105263157894736,0.042105263157894736,0.09473684210526316,1.6105263157894736,4.905263157894737,0.07368421052631578,0.10526315789473684,0.3473684210526316,0.042105263157894736,0.5368421052631579,0.010526315789473684,0.09473684210526316,0.45263157894736844,0.29473684210526313,0.15789473684210525,0.3684210526315789,0.10526315789473684,0.3684210526315789,0.10526315789473684,0.07368421052631578,0.12631578947368421,0.17894736842105263,0.17894736842105263,0.24210526315789474,0.08421052631578947,0.22105263157894736,0.22105263157894736,0.07368421052631578,0.031578947368421054,0.6210526315789474,0.10526315789473684,0.2,0.24210526315789474,0.2,0.3894736842105263,0.11578947368421053,0.09473684210526316,0.631578947368421,0.042105263157894736,0.30526315789473685,0.2736842105263158,0.09473684210526316,0.10526315789473684,0.1368421052631579,0.06315789473684211,0.021052631578947368,0.05263157894736842,0.14736842105263157,0.29473684210526313,0.14736842105263157,0.15789473684210525,0.3368421052631579,0.5789473684210527,0.10526315789473684,0.7157894736842105,0.031578947368421054,0.16842105263157894,0.12631578947368421,0.07368421052631578
2008,0.8144329896907216,0.010309278350515464,0.38144329896907214,0.18556701030927836,0.020618556701030927,0.010309278350515464,0.09278350515463918,0.13402061855670103,0.41237113402061853,0.18556701030927836,0.041237113402061855,0.21649484536082475,0.35051546391752575,0.9175257731958762,0.030927835051546393,0.31958762886597936,0.18556701030927836,0.10309278350515463,0.27835051546391754,0.8556701030927835,0.8762886597938144,0.09278350515463918,0.010309278350515464,0.05154639175257732,0.17525773195876287,1.0309278350515463,0.13402061855670103,0.8144329896907216,0.29896907216494845,1.7731958762886597,1.1134020618556701,0.21649484536082475,0.23711340206185566,0.16494845360824742,0.09278350515463918,0.30927835051546393,0.3711340206185567,0.041237113402061855,0.21649484536082475,0.5360824742268041,0.36082474226804123,0.14432989690721648,0.10309278350515463,0.09278350515463918,1.0,5.43298969072165,0.14432989690721648,0.2268041237113402,0.5051546391752577,0.12371134020618557,0.6804123711340206,0.05154639175257732,0.10309278350515463,0.8865979381443299,0.32989690721649484,0.31958762886597936,0.3402061855670103,0.14432989690721648,0.35051546391752575,0.1134020618556701,0.05154639175257732,0.21649484536082475,0.23711340206185566,0.23711340206185566,0.14432989690721648,0.061855670103092786,0.21649484536082475,0.31958762886597936,0.1958762886597938,0.061855670103092786,0.4742268041237113,0.10309278350515463,0.07216494845360824,0.010309278350515464,0.12371134020618557,0.35051546391752575,0.17525773195876287,0.061855670103092786,0.979381443298969,0.07216494845360824,0.25773195876288657,0.15463917525773196,0.07216494845360824,0.061855670103092786,0.1134020618556701,0.13402061855670103,0.05154639175257732,0.08247422680412371,0.24742268041237114,0.4639175257731959,0.17525773195876287,0.10309278350515463,0.2268041237113402,0.4639175257731959,0.07216494845360824,0.6082474226804123,0.05154639175257732,0.17525773195876287,0.23711340206185566,0.1134020618556701
2009,0.9081632653061225,0.02040816326530612,0.17346938775510204,0.1326530612244898,0.0,0.01020408163265306,0.07142857142857142,0.02040816326530612,0.3979591836734694,0.24489795918367346,0.030612244897959183,0.45918367346938777,0.20408163265306123,0.9183673469387755,0.11224489795918367,0.3673469387755102,0.05102040816326531,0.04081632653061224,0.21428571428571427,0.7755102040816326,0.5918367346938775,0.17346938775510204,0.01020408163265306,0.01020408163265306,0.14285714285714285,0.5204081632653061,0.09183673469387756,0.3673469387755102,0.11224489795918367,2.13265306122449,0.9387755102040817,0.21428571428571427,0.21428571428571427,0.23469387755102042,0.16326530612244897,0.1836734693877551,0.1326530612244898,0.0,0.030612244897959183,0.45918367346938777,0.5714285714285714,0.061224489795918366,0.10204081632653061,0.05102040816326531,0.8877551020408163,4.714285714285714,0.030612244897959183,0.1836734693877551,0.6224489795918368,0.08163265306122448,0.35714285714285715,0.04081632653061224,0.09183673469387756,0.5102040816326531,0.2653061224489796,0.2857142857142857,0.45918367346938777,0.1326530612244898,0.40816326530612246,0.11224489795918367,0.01020408163265306,0.1326530612244898,0.061224489795918366,0.21428571428571427,0.09183673469387756,0.1326530612244898,0.14285714285714285,0.4387755102040816,0.09183673469387756,0.07142857142857142,0.5816326530612245,0.030612244897959183,0.07142857142857142,0.030612244897959183,0.1836734693877551,0.3673469387755102,0.07142857142857142,0.061224489795918366,0.7244897959183674,0.061224489795918366,0.1836734693877551,0.17346938775510204,0.14285714285714285,0.1326530612244898,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.08163265306122448,0.20408163265306123,0.2653061224489796,0.1836734693877551,0.24489795918367346,0.20408163265306123,0.336734693877551,0.12244897959183673,0.37755102040816324,0.07142857142857142,0.3469387755102041,0.10204081632653061,0.08163265306122448
2010,0.7755102040816326,0.01020408163265306,0.3673469387755102,0.1836734693877551,0.030612244897959183,0.01020408163265306,0.40816326530612246,0.08163265306122448,0.22448979591836735,0.14285714285714285,0.05102040816326531,0.25510204081632654,0.22448979591836735,0.9795918367346939,0.1836734693877551,0.30612244897959184,0.07142857142857142,0.04081632653061224,0.17346938775510204,0.3979591836734694,0.8673469387755102,0.09183673469387756,0.0,0.11224489795918367,0.11224489795918367,0.7551020408163265,0.04081632653061224,0.37755102040816324,0.1326530612244898,2.857142857142857,1.5,0.11224489795918367,0.30612244897959184,0.12244897959183673,0.3163265306122449,0.07142857142857142,0.30612244897959184,0.030612244897959183,0.05102040816326531,0.1836734693877551,0.30612244897959184,0.09183673469387756,0.11224489795918367,0.1836734693877551,0.9591836734693877,4.081632653061225,0.08163265306122448,0.17346938775510204,0.7959183673469388,0.01020408163265306,0.6326530612244898,0.030612244897959183,0.15306122448979592,0.2857142857142857,0.32653061224489793,0.35714285714285715,0.3877551020408163,0.08163265306122448,0.4897959183673469,0.15306122448979592,0.061224489795918366,0.05102040816326531,0.08163265306122448,0.2755102040816326,0.07142857142857142,0.23469387755102042,0.15306122448979592,0.37755102040816324,0.030612244897959183,0.07142857142857142,0.3163265306122449,0.32653061224489793,0.12244897959183673,0.0,0.05102040816326531,0.1836734693877551,0.20408163265306123,0.061224489795918366,0.6836734693877551,0.05102040816326531,0.30612244897959184,0.1326530612244898,0.08163265306122448,0.11224489795918367,0.11224489795918367,0.19387755102040816,0.16326530612244897,0.17346938775510204,0.40816326530612246,0.21428571428571427,0.04081632653061224,0.17346938775510204,0.3469387755102041,0.25510204081632654,0.04081632653061224,0.30612244897959184,0.10204081632653061,0.25510204081632654,0.1326530612244898,0.04081632653061224
